"","Country.Name","Year","CO2Emission"
"2514","Faroe Islands",1973,6.249641852
"2515","Gabon",1973,8.506731282
"2516","United Kingdom",1973,11.745526944
"2517","Ghana",1973,0.264726804
"2518","Gibraltar",1973,2.880695403
"2519","Guinea",1973,0.185709099
"2520","Gambia, The",1973,0.127258549
"2521","Guinea-Bissau",1973,0.145461998
"2522","Equatorial Guinea",1973,0.104390775
"2523","Greece",1973,4.17251217
"2524","Grenada",1973,0.587471964
"2525","Greenland",1973,11.375183673
"2526","Guatemala",1973,0.481161858
"2527","Guyana",1973,2.471741954
"2528","High income",1973,12.140333859
"2529","Hong Kong SAR, China",1973,2.191589259
"2530","Honduras",1973,0.508860577
"2531","Heavily indebted poor countries (HIPC)",1973,0.227706432
"2532","Haiti",1973,0.085009909
"2533","Hungary",1973,7.004242405
"2534","IBRD only",1973,1.771151517
"2535","IDA & IBRD total",1973,1.541131579
"2536","IDA total",1973,0.443368897
"2537","IDA blend",1973,0.913319773
"2538","Indonesia",1973,0.395470253
"2539","IDA only",1973,0.216048389
"2540","India",1973,0.378281792
"2541","Ireland",1973,7.407792738
"2542","Iran, Islamic Rep.",1973,4.193447792
"2543","Iraq",1973,2.798343026
"2544","Iceland",1973,8.255702558
"2545","Israel",1973,5.890915802
"2546","Italy",1973,6.471435784
"2547","Jamaica",1973,4.219464585
"2548","Jordan",1973,1.132729003
"2549","Japan",1973,8.472958752
"2550","Kenya",1973,0.312854693
"2551","Cambodia",1973,0.017233797
"2552","St. Kitts and Nevis",1973,0.661973102
"2553","Korea, Rep.",1973,2.143330254
"2554","Latin America & Caribbean (excluding high income)",1973,1.902817704
"2555","Lao PDR",1973,0.177114138
"2556","Lebanon",1973,2.891709828
"2557","Liberia",1973,0.964981771
"2558","Libya",1973,6.00115026
"2559","St. Lucia",1973,0.750693243
"2560","Latin America & Caribbean",1973,1.990881317
"2561","Least developed countries: UN classification",1973,0.162732262
"2562","Sri Lanka",1973,0.281796807
"2563","Lower middle income",1973,0.621739664
"2564","Low & middle income",1973,1.411317441
"2565","Late-demographic dividend",1973,2.214152735
"2566","Luxembourg",1973,40.43169639
"2567","Macao SAR, China",1973,0.905809749
"2568","Morocco",1973,0.565455434
"2569","Madagascar",1973,0.150425187
"2570","Middle East & North Africa",1973,3.059451198
"2571","Mexico",1973,2.5190521
"2572","Middle income",1973,1.492717385
"2573","Mali",1973,0.042788203
"2574","Malta",1973,2.669556585
"2575","Myanmar",1973,0.145012084
"2576","Middle East & North Africa (excluding high income)",1973,1.966121651
"2577","Mongolia",1973,2.490498131
"2578","Mozambique",1973,0.362685829
"2579","Mauritania",1973,0.374340643
"2580","Mauritius",1973,0.784435818
"2581","North America",1973,21.986910749
"2582","New Caledonia",1973,20.232708171
"2583","Niger",1973,0.067325499
"2584","Nigeria",1973,0.824779286
"2585","Nicaragua",1973,0.695884967
"2586","Netherlands",1973,12.32545243
"2587","Norway",1973,7.706917012
"2588","Nepal",1973,0.033036147
"2589","New Zealand",1973,6.14695843
"2590","OECD members",1973,11.350601434
"2591","Other small states",1973,4.79861287
"2592","Pakistan",1973,0.317739501
"2593","Panama",1973,1.960753809
"2594","Peru",1973,1.367544115
"2595","Philippines",1973,0.808268019
"2596","Palau",1973,14.611987382
"2597","Papua New Guinea",1973,0.493038856
"2598","Poland",1973,10.076631762
"2599","Pre-demographic dividend",1973,0.493795397
"2600","Portugal",1973,2.317068608
"2601","Paraguay",1973,0.326833486
"2602","Pacific island small states",1973,0.985870091
"2603","Post-demographic dividend",1973,12.343025483
"2604","French Polynesia",1973,1.708285658
"2605","Qatar",1973,87.652645862
"2606","Romania",1973,6.957304491
"2607","Rwanda",1973,0.0169838
"2608","South Asia",1973,0.333737352
"2609","Saudi Arabia",1973,14.16969048
"2610","Sudan",1973,0.357025948
"2611","Senegal",1973,0.332545744
"2612","Singapore",1973,9.676666211
"2613","Solomon Islands",1973,0.368031046
"2614","Sierra Leone",1973,0.188232587
"2615","El Salvador",1973,0.497478099
"2616","Sub-Saharan Africa (excluding high income)",1973,0.920692972
"2617","Sub-Saharan Africa",1973,0.920669359
"2618","Small states",1973,5.01829176
"2619","Sao Tome and Principe",1973,0.185619195
"2620","Suriname",1973,5.72433649
"2621","Sweden",1973,10.737822615
"2622","Syrian Arab Republic",1973,1.121798543
"2623","Chad",1973,0.04129048
"2624","East Asia & Pacific (IDA & IBRD countries)",1973,0.949096186
"2625","Togo",1973,0.17512357
"2626","Thailand",1973,0.608869506
"2627","Latin America & the Caribbean (IDA & IBRD countries)",1973,1.941854222
"2628","Middle East & North Africa (IDA & IBRD countries)",1973,1.96503013
"2629","Tonga",1973,0.295086679
"2630","South Asia (IDA & IBRD)",1973,0.333737352
"2631","Sub-Saharan Africa (IDA & IBRD countries)",1973,0.920669359
"2632","Trinidad and Tobago",1973,9.565029025
"2633","Tunisia",1973,0.893454546
"2634","Turkey",1973,1.587468001
"2635","Tanzania",1973,0.212652328
"2636","Uganda",1973,0.115125255
"2637","Upper middle income",1973,2.217956411
"2638","Uruguay",1973,2.046548274
"2639","United States",1973,22.510582127
"2640","St. Vincent and the Grenadines",1973,0.43133334
"2641","Venezuela, RB",1973,5.262420522
"2642","Vietnam",1973,0.547669351
"2643","World",1973,4.300160213
"2644","Samoa",1973,0.246290861
"2645","Yemen, Rep.",1973,0.418783644
"2646","South Africa",1973,7.116535938
"2647","Afghanistan",1974,0.155649444
"2648","Angola",1974,0.652023363
"2649","Albania",1974,1.849006691
"2650","Arab World",1974,2.274536133
"2651","United Arab Emirates",1974,66.460699162
"2652","Argentina",1974,3.726698966
"2653","Antigua and Barbuda",1974,6.053204097
"2654","Australia",1974,12.559668731
"2655","Austria",1974,7.562697278
"2656","Belgium",1974,13.836965546
"2657","Benin",1974,0.127701408
"2658","Burkina Faso",1974,0.033998445
"2659","Bulgaria",1974,8.210958036
"2660","Bahrain",1974,21.456617615
"2661","Bahamas, The",1974,39.919205398
"2662","Belize",1974,1.172930613
"2663","Bermuda",1974,8.30911985
"2664","Bolivia",1974,0.717366887
"2665","Brazil",1974,1.365352349
"2666","Barbados",1974,2.009405453
"2667","Brunei Darussalam",1974,52.767692397
"2668","Central African Republic",1974,0.057542795
"2669","Canada",1974,17.123443061
"2670","Central Europe and the Baltics",1974,9.198279867
"2671","Switzerland",1974,6.541311271
"2672","Chile",1974,2.527991081
"2673","China",1974,1.097367111
"2674","Cote d'Ivoire",1974,0.564709743
"2675","Cameroon",1974,0.134458102
"2676","Congo, Dem. Rep.",1974,0.151249255
"2677","Congo, Rep.",1974,1.053018429
"2678","Colombia",1974,1.506910292
"2679","Comoros",1974,0.117295205
"2680","Cabo Verde",1974,0.242408885
"2681","Costa Rica",1974,0.932175715
"2682","Caribbean small states",1974,5.733424655
"2683","Cuba",1974,2.459527493
"2684","Cayman Islands",1974,4.783875457
"2685","Cyprus",1974,2.997132355
"2686","Djibouti",1974,0.947217335
"2687","Dominica",1974,0.408539557
"2688","Denmark",1974,10.916768626
"2689","Dominican Republic",1974,1.278470867
"2690","Algeria",1974,1.963829943
"2691","East Asia & Pacific (excluding high income)",1974,0.944105224
"2692","Early-demographic dividend",1974,1.017220485
"2693","East Asia & Pacific",1974,1.720873536
"2694","Ecuador",1974,0.89595505
"2695","Egypt, Arab Rep.",1974,0.681689186
"2696","Spain",1974,4.89498864
"2697","Ethiopia",1974,0.054570323
"2698","European Union",1974,9.158692717
"2699","Fragile and conflict affected situations",1974,0.583317826
"2700","Finland",1974,9.9520677
"2701","Fiji",1974,1.186903507
"2702","France",1974,9.262230669
"2703","Faroe Islands",1974,7.342058357
"2704","Gabon",1974,8.564258296
"2705","United Kingdom",1974,10.983592861
"2706","Ghana",1974,0.305829091
"2707","Gibraltar",1974,2.616882455
"2708","Guinea",1974,0.193242275
"2709","Gambia, The",1974,0.123318536
"2710","Guinea-Bissau",1974,0.133528406
"2711","Equatorial Guinea",1974,0.190545827
"2712","Greece",1974,4.041382514
"2713","Grenada",1974,0.393657678
"2714","Greenland",1974,11.260282828
"2715","Guatemala",1974,0.489619151
"2716","Guyana",1974,2.107222771
"2717","High income",1974,11.733967516
"2718","Hong Kong SAR, China",1974,2.439194116
"2719","Honduras",1974,0.50942975
"2720","Heavily indebted poor countries (HIPC)",1974,0.226472342
"2721","Haiti",1974,0.093710033
"2722","Hungary",1974,7.071735479
"2723","IBRD only",1974,1.7859667
"2724","IDA & IBRD total",1974,1.559379725
"2725","IDA total",1974,0.482635397
"2726","IDA blend",1974,1.045160861
"2727","Indonesia",1974,0.402156671
"2728","IDA only",1974,0.218083882
"2729","India",1974,0.382164002
"2730","Ireland",1974,7.427501195
"2731","Iran, Islamic Rep.",1974,4.527580658
"2732","Iraq",1974,2.735264475
"2733","Iceland",1974,8.093643853
"2734","Israel",1974,5.758395321
"2735","Italy",1974,6.521514722
"2736","Jamaica",1974,3.804585407
"2737","Jordan",1974,1.112080657
"2738","Japan",1974,8.313879441
"2739","Kenya",1974,0.380874308
"2740","Cambodia",1974,0.009737866
"2741","St. Kitts and Nevis",1974,0.827186393
"2742","Korea, Rep.",1974,2.181664351
"2743","Latin America & Caribbean (excluding high income)",1974,1.979169847
"2744","Lao PDR",1974,0.098082057
"2745","Lebanon",1974,2.852034138
"2746","Liberia",1974,1.091540465
"2747","Libya",1974,3.684507554
"2748","St. Lucia",1974,0.675745402
"2749","Latin America & Caribbean",1974,2.05617637
"2750","Least developed countries: UN classification",1974,0.158148044
"2751","Sri Lanka",1974,0.220837097
"2752","Lower middle income",1974,0.637486394
"2753","Low & middle income",1974,1.429233328
"2754","Late-demographic dividend",1974,2.213083477
"2755","Luxembourg",1974,40.589522602
"2756","Macao SAR, China",1974,1.095818801
"2757","Morocco",1974,0.639415629
"2758","Madagascar",1974,0.16174021
"2759","Middle East & North Africa",1974,3.016616023
"2760","Mexico",1974,2.623328776
"2761","Middle income",1974,1.51284064
"2762","Mali",1974,0.047792771
"2763","Malta",1974,2.464936622
"2764","Myanmar",1974,0.161067516
"2765","Middle East & North Africa (excluding high income)",1974,1.977544171
"2766","Mongolia",1974,2.607950362
"2767","Mozambique",1974,0.312614056
"2768","Mauritania",1974,0.374998257
"2769","Mauritius",1974,0.789327845
"2770","North America",1974,21.078548328
"2771","New Caledonia",1974,21.246206107
"2772","Niger",1974,0.057471289
"2773","Nigeria",1974,1.010016772
"2774","Nicaragua",1974,0.719378077
"2775","Netherlands",1974,11.845349181
"2776","Norway",1974,6.949826335
"2777","Nepal",1974,0.032619542
"2778","New Zealand",1974,6.203229487
"2779","OECD members",1974,10.974762992
"2780","Other small states",1974,4.18832486
"2781","Pakistan",1974,0.330178387
"2782","Panama",1974,1.778344348
"2783","Peru",1974,1.440066337
"2784","Philippines",1974,0.76043516
"2785","Palau",1974,15.934328113
"2786","Papua New Guinea",1974,0.566621453
"2787","Poland",1974,10.299511216
"2788","Pre-demographic dividend",1974,0.536377535
"2789","Portugal",1974,2.366234787
"2790","Paraguay",1974,0.350068643
"2791","Pacific island small states",1974,1.026275828
"2792","Post-demographic dividend",1974,11.922585648
"2793","French Polynesia",1974,1.710489698
"2794","Qatar",1974,68.232576901
"2795","Romania",1974,7.177785046
"2796","Rwanda",1974,0.017351192
"2797","South Asia",1974,0.337237786
"2798","Saudi Arabia",1974,13.994093494
"2799","Sudan",1974,0.362399256
"2800","Senegal",1974,0.385610331
"2801","Singapore",1974,9.852451789
"2802","Solomon Islands",1974,0.354238671
"2803","Sierra Leone",1974,0.177871799
"2804","El Salvador",1974,0.486676289
"2805","Sub-Saharan Africa (excluding high income)",1974,0.951077737
"2806","Sub-Saharan Africa",1974,0.951068598
"2807","Small states",1974,4.552087284
"2808","Sao Tome and Principe",1974,0.227283997
"2809","Suriname",1974,4.389162939
"2810","Sweden",1974,9.790404726
"2811","Syrian Arab Republic",1974,1.327197183
"2812","Chad",1974,0.037591336
"2813","East Asia & Pacific (IDA & IBRD countries)",1974,0.942419419
"2814","Togo",1974,0.160272203
"2815","Thailand",1974,0.587650913
"2816","Latin America & the Caribbean (IDA & IBRD countries)",1974,2.010653873
"2817","Middle East & North Africa (IDA & IBRD countries)",1974,1.976446309
"2818","Tonga",1974,0.251138582
"2819","South Asia (IDA & IBRD)",1974,0.337237786
"2820","Sub-Saharan Africa (IDA & IBRD countries)",1974,0.951068598
"2821","Trinidad and Tobago",1974,10.080955576
"2822","Tunisia",1974,0.976669892
"2823","Turkey",1974,1.593323951
"2824","Tanzania",1974,0.149027537
"2825","Uganda",1974,0.113487206
"2826","Upper middle income",1974,2.244239755
"2827","Uruguay",1974,2.012645583
"2828","United States",1974,21.502930378
"2829","St. Vincent and the Grenadines",1974,0.348986972
"2830","Venezuela, RB",1974,5.782131634
"2831","Vietnam",1974,0.406732342
"2832","World",1974,4.24716599
"2833","Samoa",1974,0.219696314
"2834","Yemen, Rep.",1974,0.337438824
"2835","South Africa",1974,7.057831375
"2836","Afghanistan",1975,0.168928649
"2837","Angola",1975,0.574693143
"2838","Albania",1975,1.910633637
"2839","Arab World",1975,2.185315946
"2840","United Arab Emirates",1975,56.051137963
"2841","Argentina",1975,3.641822498
"2842","Antigua and Barbuda",1975,9.883268863
"2843","Australia",1975,12.659899806
"2844","Austria",1975,7.176844855
"2845","Belgium",1975,12.458303897
"2846","Benin",1975,0.135891142
"2847","Burkina Faso",1975,0.03574919
"2848","Bulgaria",1975,8.377877479
"2849","Bahrain",1975,21.585721628
"2850","Bahamas, The",1975,43.701448523
"2851","Belize",1975,1.320846466
"2852","Bermuda",1975,8.648584906
"2853","Bolivia",1975,0.810373475
"2854","Brazil",1975,1.40471881
"2855","Barbados",1975,2.310188836
"2856","Brunei Darussalam",1975,43.798683747
"2857","Central African Republic",1975,0.050895918
"2858","Canada",1975,17.11161334
"2859","Central Europe and the Baltics",1975,9.727004213
"2860","Switzerland",1975,6.168137541
"2861","Chile",1975,2.205358346
"2862","China",1975,1.250124095
"2863","Cote d'Ivoire",1975,0.603711916
"2864","Cameroon",1975,0.155878044
"2865","Congo, Dem. Rep.",1975,0.14138136
"2866","Congo, Rep.",1975,0.691869822
"2867","Colombia",1975,1.449945557
"2868","Comoros",1975,0.1282716
"2869","Cabo Verde",1975,0.28267437
"2870","Costa Rica",1975,0.972082195
"2871","Caribbean small states",1975,6.071830486
"2872","Cuba",1975,2.867647754
"2873","Cayman Islands",1975,4.791898073
"2874","Cyprus",1975,3.047579472
"2875","Djibouti",1975,0.883287314
"2876","Dominica",1975,0.406913197
"2877","Denmark",1975,11.023766458
"2878","Dominican Republic",1975,1.231130684
"2879","Algeria",1975,1.916994148
"2880","East Asia & Pacific (excluding high income)",1975,1.060051294
"2881","Early-demographic dividend",1975,1.014690994
"2882","East Asia & Pacific",1975,1.782888367
"2883","Ecuador",1975,1.053803344
"2884","Egypt, Arab Rep.",1975,0.793611909
"2885","Spain",1975,5.079852145
"2886","Ethiopia",1975,0.037157756
"2887","European Union",1975,8.94003605
"2888","Fragile and conflict affected situations",1975,0.589662558
"2889","Finland",1975,9.785017744
"2890","Fiji",1975,1.081157485
"2891","France",1975,8.237752775
"2892","Faroe Islands",1975,8.413191006
"2893","Gabon",1975,8.262822526
"2894","United Kingdom",1975,10.736053644
"2895","Ghana",1975,0.279368253
"2896","Gibraltar",1975,2.97545473
"2897","Guinea",1975,0.193242592
"2898","Gambia, The",1975,0.190010939
"2899","Guinea-Bissau",1975,0.14602618
"2900","Equatorial Guinea",1975,0.239998922
"2901","Greece",1975,4.29709731
"2902","Grenada",1975,0.515652042
"2903","Greenland",1975,10.202540323
"2904","Guatemala",1975,0.547736398
"2905","Guyana",1975,2.448465558
"2906","High income",1975,11.246751811
"2907","Hong Kong SAR, China",1975,2.469816882
"2908","Honduras",1975,0.529130002
"2909","Heavily indebted poor countries (HIPC)",1975,0.220134933
"2910","Haiti",1975,0.094165444
"2911","Hungary",1975,7.152381214
"2912","IBRD only",1975,1.894237711
"2913","IDA & IBRD total",1975,1.63955644
"2914","IDA total",1975,0.436044439
"2915","IDA blend",1975,0.883010937
"2916","Indonesia",1975,0.412805028
"2917","IDA only",1975,0.216520248
"2918","India",1975,0.405924503
"2919","Ireland",1975,6.914247464
"2920","Iran, Islamic Rep.",1975,4.257479632
"2921","Iraq",1975,2.837670542
"2922","Iceland",1975,7.418820162
"2923","Israel",1975,5.686768741
"2924","Italy",1975,6.174325442
"2925","Jamaica",1975,4.0382017
"2926","Jordan",1975,1.208753814
"2927","Japan",1975,7.77267069
"2928","Kenya",1975,0.368966849
"2929","Cambodia",1975,0.009749298
"2930","St. Kitts and Nevis",1975,0.745392538
"2931","Korea, Rep.",1975,2.319371413
"2932","Latin America & Caribbean (excluding high income)",1975,1.976737535
"2933","Lao PDR",1975,0.082915489
"2934","Lebanon",1975,2.49716309
"2935","Liberia",1975,0.913921919
"2936","Libya",1975,4.377987697
"2937","St. Lucia",1975,0.701536864
"2938","Latin America & Caribbean",1975,2.045334664
"2939","Least developed countries: UN classification",1975,0.150120201
"2940","Sri Lanka",1975,0.214651008
"2941","Lower middle income",1975,0.646940037
"2942","Low & middle income",1975,1.505063375
"2943","Late-demographic dividend",1975,2.408252741
"2944","Luxembourg",1975,32.997381251
"2945","Macao SAR, China",1975,1.229273925
"2946","Morocco",1975,0.62408439
"2947","Madagascar",1975,0.224212304
"2948","Middle East & North Africa",1975,2.892712964
"2949","Mexico",1975,2.701918878
"2950","Middle income",1975,1.59497757
"2951","Mali",1975,0.052609746
"2952","Malta",1975,2.193772968
"2953","Myanmar",1975,0.154344327
"2954","Middle East & North Africa (excluding high income)",1975,1.967249831
"2955","Mongolia",1975,2.748420405
"2956","Mozambique",1975,0.278982133
"2957","Mauritania",1975,0.383621864
"2958","Mauritius",1975,0.661868834
"2959","North America",1975,20.08038685
"2960","New Caledonia",1975,19.096075472
"2961","Niger",1975,0.064360495
"2962","Nigeria",1975,0.747882335
"2963","Nicaragua",1975,0.689673642
"2964","Netherlands",1975,11.196874875
"2965","Norway",1975,7.404803169
"2966","Nepal",1975,0.026417298
"2967","New Zealand",1975,5.923148779
"2968","OECD members",1975,10.528134674
"2969","Other small states",1975,4.056786936
"2970","Pakistan",1975,0.347659436
"2971","Panama",1975,2.099084635
"2972","Peru",1975,1.442245991
"2973","Philippines",1975,0.787654494
"2974","Palau",1975,15.829206711
"2975","Papua New Guinea",1975,0.532565295
"2976","Poland",1975,11.040931203
"2977","Pre-demographic dividend",1975,0.47149735
"2978","Portugal",1975,2.348565289
"2979","Paraguay",1975,0.30087941
"2980","Pacific island small states",1975,0.98667003
"2981","Post-demographic dividend",1975,11.402820461
"2982","French Polynesia",1975,1.628292974
"2983","Qatar",1975,66.643124327
"2984","Romania",1975,7.620014725
"2985","Rwanda",1975,0.040379051
"2986","South Asia",1975,0.357412395
"2987","Saudi Arabia",1975,11.218141579
"2988","Sudan",1975,0.261780729
"2989","Senegal",1975,0.522985959
"2990","Singapore",1975,10.847357465
"2991","Solomon Islands",1975,0.30330068
"2992","Sierra Leone",1975,0.175151209
"2993","El Salvador",1975,0.508381505
"2994","Sub-Saharan Africa (excluding high income)",1975,0.898473013
"2995","Sub-Saharan Africa",1975,0.898481035
"2996","Small states",1975,4.58397075
"2997","Sao Tome and Principe",1975,0.221954556
"2998","Suriname",1975,5.571473085
"2999","Sweden",1975,9.865727011
"3000","Syrian Arab Republic",1975,1.484179203
"3001","Chad",1975,0.044851353
"3002","East Asia & Pacific (IDA & IBRD countries)",1975,1.058166464
"3003","Togo",1975,0.129310094
"3004","Thailand",1975,0.576534275
"3005","Latin America & the Caribbean (IDA & IBRD countries)",1975,1.984723703
"3006","Middle East & North Africa (IDA & IBRD countries)",1975,1.966157684
"3007","Tonga",1975,0.373556843
"3008","South Asia (IDA & IBRD)",1975,0.357412395
"3009","Sub-Saharan Africa (IDA & IBRD countries)",1975,0.898481035
"3010","Trinidad and Tobago",1975,9.512904725
"3011","Tunisia",1975,0.981547025
"3012","Turkey",1975,1.67267406
"3013","Tanzania",1975,0.142959823
"3014","Uganda",1975,0.104653885
"3015","Upper middle income",1975,2.390657949
"3016","Uruguay",1975,2.109368618
"3017","United States",1975,20.40222407
"3018","St. Vincent and the Grenadines",1975,0.345179948
"3019","Venezuela, RB",1975,4.776353798
"3020","Vietnam",1975,0.453889548
"3021","World",1975,4.144648043
"3022","Samoa",1975,0.387563001
"3023","Yemen, Rep.",1975,0.31781026
"3024","South Africa",1975,7.206617874
"3025","Afghanistan",1976,0.154787206
"3026","Angola",1976,0.415850303
"3027","Albania",1976,2.013584562
"3028","Arab World",1976,2.56994769
"3029","United Arab Emirates",1976,61.290207947
"3030","Argentina",1976,3.768774074
"3031","Antigua and Barbuda",1976,5.580272532
"3032","Australia",1976,12.416791777
"3033","Austria",1976,7.721250012
"3034","Belgium",1976,13.241679786
"3035","Benin",1976,0.077784148
"3036","Burkina Faso",1976,0.033314914
"3037","Bulgaria",1976,8.347946173
"3038","Bahrain",1976,23.171399673
"3039","Bahamas, The",1976,33.51401748
"3040","Belize",1976,1.302404049
"3041","Bermuda",1976,8.822857143
"3042","Bolivia",1976,0.89457664
"3043","Brazil",1976,1.407767882
"3044","Barbados",1976,2.148829634
"3045","Brunei Darussalam",1976,35.814634059
"3046","Central African Republic",1976,0.062230745
"3047","Canada",1976,16.979248448
"3048","Central Europe and the Baltics",1976,10.213237039
"3049","Switzerland",1976,6.423427895
"3050","Chile",1976,2.273492157
"3051","China",1976,1.285283136
"3052","Cote d'Ivoire",1976,0.572589529
"3053","Cameroon",1976,0.142483061
"3054","Congo, Dem. Rep.",1976,0.144911359
"3055","Congo, Rep.",1976,0.75447101
"3056","Colombia",1976,1.504107662
"3057","Comoros",1976,0.151669656
"3058","Cabo Verde",1976,0.268004619
"3059","Costa Rica",1976,0.969800562
"3060","Caribbean small states",1976,6.60958502
"3061","Cuba",1976,2.852371648
"3062","Cayman Islands",1976,5.350407004
"3063","Cyprus",1976,3.747675405
"3064","Djibouti",1976,0.796673587
"3065","Dominica",1976,0.403843507
"3066","Denmark",1976,11.854902894
"3067","Dominican Republic",1976,1.199250368
"3068","Algeria",1976,2.278670704
"3069","East Asia & Pacific (excluding high income)",1976,1.091176281
"3070","Early-demographic dividend",1976,1.076630656
"3071","East Asia & Pacific",1976,1.843284825
"3072","Ecuador",1976,1.129816577
"3073","Egypt, Arab Rep.",1976,0.860471488
"3074","Spain",1976,5.491294603
"3075","Ethiopia",1976,0.035511837
"3076","European Union",1976,9.481038954
"3077","Fragile and conflict affected situations",1976,0.726600566
"3078","Finland",1976,10.851242915
"3079","Fiji",1976,0.823876634
"3080","France",1976,9.27004864
"3081","Faroe Islands",1976,7.886398394
"3082","Gabon",1976,8.601652681
"3083","United Kingdom",1976,10.654542019
"3084","Ghana",1976,0.242918621
"3085","Gibraltar",1976,2.589166835
"3086","Guinea",1976,0.202531906
"3087","Gambia, The",1976,0.18457744
"3088","Guinea-Bissau",1976,0.121585501
"3089","Equatorial Guinea",1976,0.24718669
"3090","Greece",1976,4.670280089
"3091","Grenada",1976,0.5213535
"3092","Greenland",1976,4.426961771
"3093","Guatemala",1976,0.501772029
"3094","Guyana",1976,2.32439156
"3095","High income",1976,11.764713179
"3096","Hong Kong SAR, China",1976,2.768511952
"3097","Honduras",1976,0.547034318
"3098","Heavily indebted poor countries (HIPC)",1976,0.208783529
"3099","Haiti",1976,0.128808026
"3100","Hungary",1976,7.54942716
"3101","IBRD only",1976,1.974934981
"3102","IDA & IBRD total",1976,1.708168535
"3103","IDA total",1976,0.456515249
"3104","IDA blend",1976,0.951738239
"3105","Indonesia",1976,0.461238965
"3106","IDA only",1976,0.217156783
"3107","India",1976,0.414906217
"3108","Ireland",1976,6.885427958
"3109","Iran, Islamic Rep.",1976,4.642963903
"3110","Iraq",1976,4.043731907
"3111","Iceland",1976,7.745282847
"3112","Israel",1976,5.550839513
"3113","Italy",1976,6.592316217
"3114","Jamaica",1976,3.543727875
"3115","Jordan",1976,1.392376852
"3116","Japan",1976,8.059719431
"3117","Kenya",1976,0.329321746
"3118","Cambodia",1976,0.009906964
"3119","St. Kitts and Nevis",1976,0.830615203
"3120","Korea, Rep.",1976,2.602807792
"3121","Latin America & Caribbean (excluding high income)",1976,2.012335105
"3122","Lao PDR",1976,0.07218101
"3123","Lebanon",1976,2.358245643
"3124","Liberia",1976,0.883693715
"3125","Libya",1976,6.504152182
"3126","St. Lucia",1976,0.758407669
"3127","Latin America & Caribbean",1976,2.092961401
"3128","Least developed countries: UN classification",1976,0.141390304
"3129","Sri Lanka",1976,0.204509368
"3130","Lower middle income",1976,0.66485758
"3131","Low & middle income",1976,1.565133582
"3132","Late-demographic dividend",1976,2.49191548
"3133","Luxembourg",1976,32.824301211
"3134","Macao SAR, China",1976,1.058297258
"3135","Morocco",1976,0.634096919
"3136","Madagascar",1976,0.127839907
"3137","Middle East & North Africa",1976,3.318282705
"3138","Mexico",1976,2.940391892
"3139","Middle income",1976,1.659680636
"3140","Mali",1976,0.05169664
"3141","Malta",1976,2.494443609
"3142","Myanmar",1976,0.161006524
"3143","Middle East & North Africa (excluding high income)",1976,2.273725038
"3144","Mongolia",1976,2.895764581
"3145","Mozambique",1976,0.240720622
"3146","Mauritania",1976,0.378079109
"3147","Mauritius",1976,0.683638405
"3148","North America",1976,20.748176202
"3149","New Caledonia",1976,17.84241791
"3150","Niger",1976,0.062549602
"3151","Nigeria",1976,0.847006225
"3152","Nicaragua",1976,0.771757759
"3153","Netherlands",1976,12.31905294
"3154","Norway",1976,7.281807791
"3155","Nepal",1976,0.020729515
"3156","New Zealand",1976,6.184562611
"3157","OECD members",1976,10.974459782
"3158","Other small states",1976,4.051248014
"3159","Pakistan",1976,0.331885007
"3160","Panama",1976,2.016237657
"3161","Peru",1976,1.434922126
"3162","Philippines",1976,0.827340391
"3163","Palau",1976,9.253317053
"3164","Papua New Guinea",1976,0.531945441
"3165","Poland",1976,11.614626895
"3166","Pre-demographic dividend",1976,0.529440406
"3167","Portugal",1976,2.396767891
"3168","Paraguay",1976,0.361371563
"3169","Pacific island small states",1976,0.764839803
"3170","Post-demographic dividend",1976,11.890907072
"3171","French Polynesia",1976,1.959390863
"3172","Qatar",1976,59.739892772
"3173","Romania",1976,8.109155575
"3174","Rwanda",1976,0.05949338
"3175","South Asia",1976,0.363309965
"3176","Saudi Arabia",1976,12.988266717
"3177","Sudan",1976,0.224473193
"3178","Senegal",1976,0.350432822
"3179","Singapore",1976,13.097456504
"3180","Solomon Islands",1976,0.310700758
"3181","Sierra Leone",1976,0.147256768
"3182","El Salvador",1976,0.521549647
"3183","Sub-Saharan Africa (excluding high income)",1976,0.919143568
"3184","Sub-Saharan Africa",1976,0.919208934
"3185","Small states",1976,4.74300808
"3186","Sao Tome and Principe",1976,0.345596984
"3187","Suriname",1976,5.530476196
"3188","Sweden",1976,10.740163259
"3189","Syrian Arab Republic",1976,1.765129008
"3190","Chad",1976,0.043945324
"3191","East Asia & Pacific (IDA & IBRD countries)",1976,1.089228043
"3192","Togo",1976,0.130940106
"3193","Thailand",1976,0.663302866
"3194","Latin America & the Caribbean (IDA & IBRD countries)",1976,2.040551018
"3195","Middle East & North Africa (IDA & IBRD countries)",1976,2.272462747
"3196","Tonga",1976,0.328679947
"3197","South Asia (IDA & IBRD)",1976,0.363309965
"3198","Sub-Saharan Africa (IDA & IBRD countries)",1976,0.919208934
"3199","Trinidad and Tobago",1976,15.527379497
"3200","Tunisia",1976,1.011600029
"3201","Turkey",1976,1.834343493
"3202","Tanzania",1976,0.169195137
"3203","Uganda",1976,0.088878352
"3204","Upper middle income",1976,2.499877097
"3205","Uruguay",1976,2.075200894
"3206","United States",1976,21.157615374
"3207","St. Vincent and the Grenadines",1976,0.341501019
