"","Country.Name","Year","Agriculture.Land"
"2239","St. Vincent and the Grenadines","1970","     110.0"
"2240","Venezuela, RB","1970","  199330.0"
"2241","British Virgin Islands","1970","      80.0"
"2242","Virgin Islands (U.S.)","1970","     150.0"
"2243","Vietnam","1970","   64170.0"
"2244","Vanuatu","1970","    1200.0"
"2245","World","1970","39882201.7"
"2246","Samoa","1970","     635.0"
"2247","Yemen, Rep.","1970","  234180.0"
"2248","South Africa","1970","  955900.0"
"2249","Zambia","1970","  198740.0"
"2250","Zimbabwe","1970","  117500.0"
"2251","Aruba","1971","      20.0"
"2252","Afghanistan","1971","  380360.0"
"2253","Angola","1971","  574000.0"
"2254","Albania","1971","   12000.0"
"2255","Andorra","1971","     250.0"
"2256","Arab World","1971"," 4277870.0"
"2257","United Arab Emirates","1971","    2120.0"
"2258","Argentina","1971"," 1291540.0"
"2259","American Samoa","1971","      30.0"
"2260","Antigua and Barbuda","1971","     110.0"
"2261","Australia","1971"," 4832530.0"
"2262","Austria","1971","   33209.0"
"2263","Burundi","1971","   18990.0"
"2264","Benin","1971","   17770.0"
"2265","Burkina Faso","1971","   82200.0"
"2266","Bangladesh","1971","   96950.0"
"2267","Bulgaria","1971","   60090.0"
"2268","Bahrain","1971","      70.0"
"2269","Bahamas, The","1971","     100.0"
"2270","Belize","1971","     830.0"
"2271","Bermuda","1971","       3.0"
"2272","Bolivia","1971","  307340.0"
"2273","Brazil","1971"," 1996320.0"
"2274","Barbados","1971","     190.0"
"2275","Brunei Darussalam","1971","     190.0"
"2276","Bhutan","1971","    3820.0"
"2277","Botswana","1971","  260010.0"
"2278","Central African Republic","1971","   48400.0"
"2279","Canada","1971","  686610.0"
"2280","Central Europe and the Baltics","1971","  473070.0"
"2281","Switzerland","1971","   16654.0"
"2282","Channel Islands","1971","      89.0"
"2283","Chile","1971","  153500.0"
"2284","China","1971"," 3792500.0"
"2285","Cote d'Ivoire","1971","  163000.0"
"2286","Cameroon","1971","   80280.0"
"2287","Congo, Dem. Rep.","1971","  254000.0"
"2288","Congo, Rep.","1971","  105480.0"
"2289","Colombia","1971","  450540.0"
"2290","Comoros","1971","     950.0"
"2291","Cabo Verde","1971","     650.0"
"2292","Costa Rica","1971","   18870.0"
"2293","Caribbean small states","1971","   22410.0"
"2294","Cuba","1971","   50730.0"
"2295","Cayman Islands","1971","      27.0"
"2296","Cyprus","1971","    3960.0"
"2297","Germany","1971","  189520.0"
"2298","Djibouti","1971","   13010.0"
"2299","Dominica","1971","     190.0"
"2300","Denmark","1971","   29510.0"
"2301","Dominican Republic","1971","   23440.0"
"2302","Algeria","1971","  454330.0"
"2303","East Asia & Pacific (excluding high income)","1971"," 6099821.0"
"2304","Early-demographic dividend","1971","11573940.0"
"2305","East Asia & Pacific","1971","11190131.0"
"2306","Europe & Central Asia (excluding high income)","1971","  604580.0"
"2307","Europe & Central Asia","1971"," 2464925.0"
"2308","Ecuador","1971","   49150.0"
"2309","Egypt, Arab Rep.","1971","   28520.0"
"2310","Euro area","1971"," 1292326.0"
"2311","Spain","1971","  326840.0"
"2312","Ethiopia","1971","  593400.0"
"2313","European Union","1971"," 2020916.0"
"2314","Fragile and conflict affected situations","1971"," 4519920.0"
"2315","Finland","1971","   27037.0"
"2316","Fiji","1971","    2210.0"
"2317","France","1971","  326230.0"
"2318","Faroe Islands","1971","      30.0"
"2319","Gabon","1971","   52000.0"
"2320","United Kingdom","1971","  188430.0"
"2321","Ghana","1971","  117000.0"
"2322","Guinea","1971","  144050.0"
"2323","Gambia, The","1971","    5370.0"
"2324","Guinea-Bissau","1971","   13680.0"
"2325","Equatorial Guinea","1971","    3340.0"
"2326","Greece","1971","   91550.0"
"2327","Grenada","1971","     220.0"
"2328","Greenland","1971","    2350.0"
"2329","Guatemala","1971","   27670.0"
"2330","Guam","1971","     170.0"
"2331","Guyana","1971","   13710.0"
"2332","High income","1971","13169925.0"
"2333","Hong Kong SAR, China","1971","     120.0"
"2334","Honduras","1971","   30450.0"
"2335","Heavily indebted poor countries (HIPC)","1971"," 7110470.0"
"2336","Haiti","1971","   17100.0"
"2337","Hungary","1971","   68550.0"
"2338","IBRD only","1971","17011971.0"
"2339","IDA & IBRD total","1971","27246716.6"
"2340","IDA total","1971","10234745.6"
"2341","IDA blend","1971"," 2923555.6"
"2342","Indonesia","1971","  383500.0"
"2343","IDA only","1971"," 7311190.0"
"2344","Isle of Man","1971","     316.0"
"2345","India","1971"," 1778170.0"
"2346","Ireland","1971","   56720.0"
"2347","Iran, Islamic Rep.","1971","  601540.0"
"2348","Iraq","1971","   89990.0"
"2349","Iceland","1971","   19910.0"
"2350","Israel","1971","    5270.0"
"2351","Italy","1971","  176490.0"
"2352","Jamaica","1971","    5070.0"
"2353","Jordan","1971","   11050.0"
"2354","Japan","1971","   65410.0"
"2355","Kenya","1971","  252500.0"
"2356","Cambodia","1971","   24500.0"
"2357","Kiribati","1971","     380.0"
"2358","St. Kitts and Nevis","1971","     150.0"
"2359","Korea, Rep.","1971","   22990.0"
"2360","Kuwait","1971","    1350.0"
"2361","Latin America & Caribbean (excluding high income)","1971"," 5814000.0"
"2362","Lao PDR","1971","   14820.0"
"2363","Lebanon","1971","    6300.0"
"2364","Liberia","1971","   25710.0"
"2365","Libya","1971","  132350.0"
"2366","St. Lucia","1971","     200.0"
"2367","Latin America & Caribbean","1971"," 6129057.0"
"2368","Least developed countries: UN classification","1971"," 7391810.0"
"2369","Low income","1971"," 4742070.0"
"2370","Liechtenstein","1971","      90.0"
"2371","Sri Lanka","1971","   23390.0"
"2372","Lower middle income","1971"," 9169855.6"
"2373","Low & middle income","1971","26820642.6"
"2374","Lesotho","1971","   23640.0"
"2375","Late-demographic dividend","1971"," 9115717.0"
"2376","Morocco","1971","  268120.0"
"2377","Madagascar","1971","  353900.0"
"2378","Maldives","1971","      60.0"
"2379","Middle East & North Africa","1971"," 2950960.0"
"2380","Mexico","1971","  969380.0"
"2381","Middle income","1971","22078576.6"
"2382","Mali","1971","  317780.0"
"2383","Malta","1971","     140.0"
"2384","Myanmar","1971","  108050.0"
"2385","Middle East & North Africa (excluding high income)","1971"," 2066410.0"
"2386","Mongolia","1971"," 1406830.0"
"2387","Mozambique","1971","  470090.0"
"2388","Mauritania","1971","  394930.0"
"2389","Mauritius","1971","    1120.0"
"2390","Malawi","1971","   38570.0"
"2391","Malaysia","1971","   40347.0"
"2392","North America","1971"," 5019613.0"
"2393","Namibia","1971","  386530.0"
"2394","New Caledonia","1971","    2630.0"
"2395","Niger","1971","  312300.0"
"2396","Nigeria","1971","  594775.6"
"2397","Nicaragua","1971","   36050.0"
"2398","Netherlands","1971","   21280.0"
"2399","Norway","1971","    9310.0"
"2400","Nepal","1971","   37020.0"
"2401","Nauru","1971","       4.0"
"2402","New Zealand","1971","  156700.0"
"2403","OECD members","1971","13461780.0"
"2404","Oman","1971","   10420.0"
"2405","Other small states","1971","  806760.0"
"2406","Pakistan","1971","  354850.0"
"2407","Panama","1971","   17130.0"
"2408","Peru","1971","  179220.0"
"2409","Philippines","1971","   82790.0"
"2410","Papua New Guinea","1971","    6690.0"
"2411","Poland","1971","  195080.0"
"2412","Pre-demographic dividend","1971"," 7497605.6"
"2413","Puerto Rico","1971","    5300.0"
"2414","Korea, Dem. People’s Rep.","1971","   23800.0"
"2415","Portugal","1971","   39350.0"
"2416","Paraguay","1971","  115180.0"
"2417","West Bank and Gaza","1971","    3680.0"
"2418","Pacific island small states","1971","    5324.0"
"2419","Post-demographic dividend","1971","11790260.0"
"2420","French Polynesia","1971","     440.0"
"2421","Qatar","1971","     510.0"
"2422","Romania","1971","  149350.0"
"2423","Rwanda","1971","   14480.0"
"2424","South Asia","1971"," 2674620.0"
"2425","Saudi Arabia","1971","  864670.0"
"2426","Sudan","1971"," 1098430.0"
"2427","Senegal","1971","   89460.0"
"2428","Singapore","1971","     100.0"
"2429","Solomon Islands","1971","     550.0"
"2430","Sierra Leone","1971","   26690.0"
"2431","El Salvador","1971","   12780.0"
"2432","San Marino","1971","      10.0"
"2433","Somalia","1971","  439550.0"
"2434","Sub-Saharan Africa (excluding high income)","1971"," 9561215.6"
"2435","Sub-Saharan Africa","1971"," 9561265.6"
"2436","Small states","1971","  834494.0"
"2437","Sao Tome and Principe","1971","     370.0"
"2438","Suriname","1971","     520.0"
"2439","Sweden","1971","   37580.0"
"2440","Swaziland","1971","   14940.0"
"2441","Seychelles","1971","      50.0"
"2442","Syrian Arab Republic","1971","  134580.0"
"2443","Turks and Caicos Islands","1971","      10.0"
"2444","Chad","1971","  479000.0"
"2445","East Asia & Pacific (IDA & IBRD countries)","1971"," 6075991.0"
"2446","Europe & Central Asia (IDA & IBRD countries)","1971","  799660.0"
"2447","Togo","1971","   28800.0"
"2448","Thailand","1971","  143990.0"
"2449","Latin America & the Caribbean (IDA & IBRD countries)","1971"," 6072450.0"
"2450","Timor-Leste","1971","    2430.0"
"2451","Middle East & North Africa (IDA & IBRD countries)","1971"," 2062730.0"
"2452","Tonga","1971","     320.0"
"2453","South Asia (IDA & IBRD)","1971"," 2674620.0"
"2454","Sub-Saharan Africa (IDA & IBRD countries)","1971"," 9561265.6"
"2455","Trinidad and Tobago","1971","    1010.0"
"2456","Tunisia","1971","   88680.0"
"2457","Turkey","1971","  383140.0"
"2458","Tuvalu","1971","      20.0"
"2459","Tanzania","1971","  290000.0"
"2460","Uganda","1971","  100300.0"
"2461","Upper middle income","1971","12908721.0"
"2462","Uruguay","1971","  154410.0"
"2463","United States","1971"," 4333000.0"
"2464","St. Vincent and the Grenadines","1971","     110.0"
"2465","Venezuela, RB","1971","  200260.0"
"2466","British Virgin Islands","1971","      80.0"
"2467","Virgin Islands (U.S.)","1971","     150.0"
"2468","Vietnam","1971","   64220.0"
"2469","Vanuatu","1971","    1200.0"
"2470","World","1971","39990571.6"
"2471","Samoa","1971","     640.0"
"2472","Yemen, Rep.","1971","  234260.0"
"2473","South Africa","1971","  953900.0"
"2474","Zambia","1971","  200530.0"
"2475","Zimbabwe","1971","  118350.0"
"2476","Aruba","1972","      20.0"
"2477","Afghanistan","1972","  380460.0"
"2478","Angola","1972","  574000.0"
"2479","Albania","1972","   11740.0"
"2480","Andorra","1972","     250.0"
"2481","Arab World","1972"," 4284320.0"
"2482","United Arab Emirates","1972","    2120.0"
"2483","Argentina","1972"," 1290280.0"
"2484","American Samoa","1972","      30.0"
"2485","Antigua and Barbuda","1972","      70.0"
"2486","Australia","1972"," 4844570.0"
"2487","Austria","1972","   33071.0"
"2488","Burundi","1972","   19060.0"
"2489","Benin","1972","   18070.0"
"2490","Burkina Faso","1972","   83020.0"
"2491","Bangladesh","1972","   99910.0"
"2492","Bulgaria","1972","   60220.0"
"2493","Bahrain","1972","      70.0"
"2494","Bahamas, The","1972","     100.0"
"2495","Belize","1972","     830.0"
"2496","Bermuda","1972","       3.0"
"2497","Bolivia","1972","  312700.0"
"2498","Brazil","1972"," 2028370.0"
"2499","Barbados","1972","     190.0"
"2500","Brunei Darussalam","1972","     180.0"
"2501","Bhutan","1972","    3850.0"
"2502","Botswana","1972","  260020.0"
"2503","Central African Republic","1972","   48500.0"
"2504","Canada","1972","  686130.0"
"2505","Central Europe and the Baltics","1972","  471820.0"
"2506","Switzerland","1972","   16628.0"
"2507","Channel Islands","1972","      89.0"
"2508","Chile","1972","  156000.0"
"2509","China","1972"," 3838700.0"
"2510","Cote d'Ivoire","1972","  163100.0"
"2511","Cameroon","1972","   80950.0"
"2512","Congo, Dem. Rep.","1972","  254500.0"
"2513","Congo, Rep.","1972","  105500.0"
"2514","Colombia","1972","  450680.0"
"2515","Comoros","1972","     950.0"
"2516","Cabo Verde","1972","     650.0"
"2517","Costa Rica","1972","   18870.0"
"2518","Caribbean small states","1972","   22390.0"
"2519","Cuba","1972","   55810.0"
"2520","Cayman Islands","1972","      27.0"
"2521","Cyprus","1972","    3940.0"
"2522","Germany","1972","  189490.0"
"2523","Djibouti","1972","   13010.0"
"2524","Dominica","1972","     190.0"
"2525","Denmark","1972","   29560.0"
"2526","Dominican Republic","1972","   23700.0"
"2527","Algeria","1972","  453960.0"
"2528","East Asia & Pacific (excluding high income)","1972"," 6157596.0"
"2529","Early-demographic dividend","1972","11615250.0"
"2530","East Asia & Pacific","1972","11262966.0"
"2531","Europe & Central Asia (excluding high income)","1972","  609650.0"
"2532","Europe & Central Asia","1972"," 2462475.0"
"2533","Ecuador","1972","   49750.0"
"2534","Egypt, Arab Rep.","1972","   28550.0"
"2535","Euro area","1972"," 1287658.0"
"2536","Spain","1972","  325680.0"
"2537","Ethiopia","1972","  595300.0"
"2538","European Union","1972"," 2013938.0"
"2539","Fragile and conflict affected situations","1972"," 4532540.0"
"2540","Finland","1972","   26137.0"
"2541","Fiji","1972","    2300.0"
"2542","France","1972","  325150.0"
"2543","Faroe Islands","1972","      30.0"
"2544","Gabon","1972","   51650.0"
"2545","United Kingdom","1972","  187560.0"
"2546","Ghana","1972","  117000.0"
"2547","Guinea","1972","  143810.0"
"2548","Gambia, The","1972","    5420.0"
"2549","Guinea-Bissau","1972","   13680.0"
"2550","Equatorial Guinea","1972","    3340.0"
"2551","Greece","1972","   91600.0"
"2552","Grenada","1972","     200.0"
"2553","Greenland","1972","    2350.0"
"2554","Guatemala","1972","   28000.0"
"2555","Guam","1972","     170.0"
"2556","Guyana","1972","   13740.0"
"2557","High income","1972","13169405.0"
"2558","Hong Kong SAR, China","1972","     120.0"
"2559","Honduras","1972","   30800.0"
"2560","Heavily indebted poor countries (HIPC)","1972"," 7124210.0"
"2561","Haiti","1972","   15840.0"
"2562","Hungary","1972","   68460.0"
"2563","IBRD only","1972","17123376.0"
"2564","IDA & IBRD total","1972","27335816.0"
"2565","IDA total","1972","10212440.0"
"2566","IDA blend","1972"," 2881970.0"
"2567","Indonesia","1972","  383500.0"
"2568","IDA only","1972"," 7330470.0"
"2569","Isle of Man","1972","     320.0"
"2570","India","1972"," 1779460.0"
"2571","Ireland","1972","   56820.0"
"2572","Iran, Islamic Rep.","1972","  608000.0"
"2573","Iraq","1972","   91600.0"
"2574","Iceland","1972","   19810.0"
"2575","Israel","1972","    5270.0"
"2576","Italy","1972","  175080.0"
"2577","Jamaica","1972","    5070.0"
"2578","Jordan","1972","   11090.0"
"2579","Japan","1972","   64840.0"
"2580","Kenya","1972","  252550.0"
"2581","Cambodia","1972","   24500.0"
"2582","Kiribati","1972","     380.0"
"2583","St. Kitts and Nevis","1972","     150.0"
"2584","Korea, Rep.","1972","   22700.0"
"2585","Kuwait","1972","    1350.0"
"2586","Latin America & Caribbean (excluding high income)","1972"," 5863060.0"
"2587","Lao PDR","1972","   15120.0"
"2588","Lebanon","1972","    6350.0"
"2589","Liberia","1972","   25710.0"
"2590","Libya","1972","  134380.0"
"2591","St. Lucia","1972","     200.0"
"2592","Latin America & Caribbean","1972"," 6180017.0"
"2593","Least developed countries: UN classification","1972"," 7403540.0"
"2594","Low income","1972"," 4748120.0"
"2595","Liechtenstein","1972","      90.0"
"2596","Sri Lanka","1972","   23450.0"
"2597","Lower middle income","1972"," 9144940.0"
"2598","Low & middle income","1972","26914142.0"
"2599","Lesotho","1972","   23590.0"
"2600","Late-demographic dividend","1972"," 9198652.0"
"2601","Morocco","1972","  261700.0"
"2602","Madagascar","1972","  354200.0"
"2603","Maldives","1972","      60.0"
"2604","Middle East & North Africa","1972"," 2962840.0"
"2605","Mexico","1972","  971500.0"
"2606","Middle income","1972","22166026.0"
"2607","Mali","1972","  317780.0"
"2608","Malta","1972","     140.0"
"2609","Myanmar","1972","  108050.0"
"2610","Middle East & North Africa (excluding high income)","1972"," 2077770.0"
"2611","Mongolia","1972"," 1406830.0"
"2612","Mozambique","1972","  470280.0"
"2613","Mauritania","1972","  394930.0"
"2614","Mauritius","1972","    1130.0"
"2615","Malawi","1972","   39070.0"
"2616","Malaysia","1972","   41332.0"
"2617","North America","1972"," 5009133.0"
"2618","Namibia","1972","  386530.0"
"2619","New Caledonia","1972","    2640.0"
"2620","Niger","1972","  311770.0"
"2621","Nigeria","1972","  551500.0"
"2622","Nicaragua","1972","   36100.0"
"2623","Netherlands","1972","   21140.0"
"2624","Norway","1972","    9100.0"
"2625","Nepal","1972","   38220.0"
"2626","Nauru","1972","       4.0"
"2627","New Zealand","1972","  160610.0"
"2628","OECD members","1972","13468626.0"
"2629","Oman","1972","   10440.0"
"2630","Other small states","1972","  806540.0"
"2631","Pakistan","1972","  355050.0"
"2632","Panama","1972","   17430.0"
"2633","Peru","1972","  182720.0"
"2634","Philippines","1972","   84300.0"
"2635","Papua New Guinea","1972","    6790.0"
"2636","Poland","1972","  193710.0"
"2637","Pre-demographic dividend","1972"," 7462720.0"
"2638","Puerto Rico","1972","    5150.0"
"2639","Korea, Dem. People’s Rep.","1972","   23800.0"
"2640","Portugal","1972","   39410.0"
"2641","Paraguay","1972","  116180.0"
"2642","West Bank and Gaza","1972","    3680.0"
"2643","Pacific island small states","1972","    5424.0"
"2644","Post-demographic dividend","1972","11793916.0"
"2645","French Polynesia","1972","     440.0"
"2646","Qatar","1972","     510.0"
"2647","Romania","1972","  149430.0"
"2648","Rwanda","1972","   15080.0"
"2649","South Asia","1972"," 2680460.0"
"2650","Saudi Arabia","1972","  865170.0"
"2651","Sudan","1972"," 1099410.0"
"2652","Senegal","1972","   89460.0"
"2653","Singapore","1972","     110.0"
"2654","Solomon Islands","1972","     550.0"
"2655","Sierra Leone","1972","   26740.0"
"2656","El Salvador","1972","   12810.0"
"2657","San Marino","1972","      10.0"
"2658","Somalia","1972","  439600.0"
"2659","Sub-Saharan Africa (excluding high income)","1972"," 9525610.0"
"2660","Sub-Saharan Africa","1972"," 9525660.0"
"2661","Small states","1972","  834354.0"
"2662","Sao Tome and Principe","1972","     370.0"
"2663","Suriname","1972","     530.0"
"2664","Sweden","1972","   37340.0"
"2665","Swaziland","1972","   15130.0"
"2666","Seychelles","1972","      50.0"
"2667","Syrian Arab Republic","1972","  141610.0"
"2668","Turks and Caicos Islands","1972","      10.0"
"2669","Chad","1972","  479000.0"
"2670","East Asia & Pacific (IDA & IBRD countries)","1972"," 6133766.0"
"2671","Europe & Central Asia (IDA & IBRD countries)","1972","  803360.0"
"2672","Togo","1972","   28800.0"
"2673","Thailand","1972","  152300.0"
"2674","Latin America & the Caribbean (IDA & IBRD countries)","1972"," 6118480.0"
"2675","Timor-Leste","1972","    2450.0"
"2676","Middle East & North Africa (IDA & IBRD countries)","1972"," 2074090.0"
"2677","Tonga","1972","     330.0"
"2678","South Asia (IDA & IBRD)","1972"," 2680460.0"
"2679","Sub-Saharan Africa (IDA & IBRD countries)","1972"," 9525660.0"
"2680","Trinidad and Tobago","1972","    1010.0"
"2681","Tunisia","1972","   89470.0"
"2682","Turkey","1972","  388260.0"
"2683","Tuvalu","1972","      20.0"
"2684","Tanzania","1972","  290000.0"
"2685","Uganda","1972","  101000.0"
"2686","Upper middle income","1972","13021086.0"
"2687","Uruguay","1972","  154000.0"
"2688","United States","1972"," 4323000.0"
"2689","St. Vincent and the Grenadines","1972","     110.0"
"2690","Venezuela, RB","1972","  200650.0"
"2691","British Virgin Islands","1972","      80.0"
"2692","Virgin Islands (U.S.)","1972","     150.0"
"2693","Vietnam","1972","   64470.0"
"2694","Vanuatu","1972","    1200.0"
"2695","World","1972","40083551.0"
"2696","Samoa","1972","     640.0"
"2697","Yemen, Rep.","1972","  234370.0"
"2698","South Africa","1972","  951950.0"
"2699","Zambia","1972","  202510.0"
"2700","Zimbabwe","1972","  119000.0"
"2701","Aruba","1973","      20.0"
"2702","Afghanistan","1973","  380480.0"
"2703","Angola","1973","  574000.0"
"2704","Albania","1973","   11460.0"
"2705","Andorra","1973","     240.0"
"2706","Arab World","1973"," 4283680.0"
"2707","United Arab Emirates","1973","    2130.0"
"2708","Argentina","1973"," 1289020.0"
"2709","American Samoa","1973","      30.0"
"2710","Antigua and Barbuda","1973","      70.0"
"2711","Australia","1973"," 4870170.0"
"2712","Austria","1973","   32222.0"
"2713","Burundi","1973","   20000.0"
"2714","Benin","1973","   18270.0"
"2715","Burkina Faso","1973","   83730.0"
"2716","Bangladesh","1973","   99890.0"
"2717","Bulgaria","1973","   59820.0"
"2718","Bahrain","1973","      70.0"
"2719","Bahamas, The","1973","     100.0"
"2720","Belize","1973","     840.0"
"2721","Bermuda","1973","       3.0"
"2722","Bolivia","1973","  313080.0"
"2723","Brazil","1973"," 2058610.0"
"2724","Barbados","1973","     190.0"
"2725","Brunei Darussalam","1973","     180.0"
"2726","Bhutan","1973","    3850.0"
"2727","Botswana","1973","  260020.0"
"2728","Central African Republic","1973","   48600.0"
"2729","Canada","1973","  685660.0"
"2730","Central Europe and the Baltics","1973","  470470.0"
"2731","Switzerland","1973","   16537.0"
"2732","Channel Islands","1973","      88.0"
"2733","Chile","1973","  158380.0"
"2734","China","1973"," 3894800.0"
"2735","Cote d'Ivoire","1973","  164400.0"
"2736","Cameroon","1973","   81600.0"
"2737","Congo, Dem. Rep.","1973","  255000.0"
"2738","Congo, Rep.","1973","  105540.0"
"2739","Colombia","1973","  450840.0"
"2740","Comoros","1973","     950.0"
"2741","Cabo Verde","1973","     650.0"
"2742","Costa Rica","1973","   20480.0"
"2743","Caribbean small states","1973","   22530.0"
"2744","Cuba","1973","   58510.0"
"2745","Cayman Islands","1973","      27.0"
"2746","Cyprus","1973","    3942.0"
"2747","Germany","1973","  188970.0"
"2748","Djibouti","1973","   13010.0"
"2749","Dominica","1973","     190.0"
"2750","Denmark","1973","   29860.0"
"2751","Dominican Republic","1973","   24050.0"
"2752","Algeria","1973","  443040.0"
"2753","East Asia & Pacific (excluding high income)","1973"," 6220591.0"
"2754","Early-demographic dividend","1973","11635670.0"
"2755","East Asia & Pacific","1973","11350781.0"
"2756","Europe & Central Asia (excluding high income)","1973","  608190.0"
"2757","Europe & Central Asia","1973"," 2454114.0"
"2758","Ecuador","1973","   50350.0"
"2759","Egypt, Arab Rep.","1973","   28550.0"
"2760","Euro area","1973"," 1282035.0"
"2761","Spain","1973","  322800.0"
"2762","Ethiopia","1973","  594800.0"
"2763","European Union","1973"," 2006505.0"
"2764","Fragile and conflict affected situations","1973"," 4538070.0"
"2765","Finland","1973","   25821.0"
"2766","Fiji","1973","    2350.0"
"2767","France","1973","  324600.0"
"2768","Faroe Islands","1973","      30.0"
"2769","Gabon","1973","   51350.0"
"2770","United Kingdom","1973","  186960.0"
"2771","Ghana","1973","  117000.0"
"2772","Guinea","1973","  143570.0"
"2773","Gambia, The","1973","    5470.0"
"2774","Guinea-Bissau","1973","   13730.0"
"2775","Equatorial Guinea","1973","    3340.0"
"2776","Greece","1973","   91430.0"
"2777","Grenada","1973","     200.0"
"2778","Greenland","1973","    2350.0"
"2779","Guatemala","1973","   28430.0"
"2780","Guam","1973","     170.0"
"2781","Guyana","1973","   13760.0"
"2782","High income","1973","13178344.0"
"2783","Hong Kong SAR, China","1973","     120.0"
"2784","Honduras","1973","   30900.0"
"2785","Heavily indebted poor countries (HIPC)","1973"," 7127550.0"
"2786","Haiti","1973","   15830.0"
"2787","Hungary","1973","   68350.0"
"2788","IBRD only","1973","17236091.0"
"2789","IDA & IBRD total","1973","27512371.0"
"2790","IDA total","1973","10276280.0"
"2791","IDA blend","1973"," 2943650.0"
"2792","Indonesia","1973","  383000.0"
"2793","IDA only","1973"," 7332630.0"
"2794","Isle of Man","1973","     324.0"
"2795","India","1973"," 1787510.0"
"2796","Ireland","1973","   56820.0"
"2797","Iran, Islamic Rep.","1973","  614810.0"
"2798","Iraq","1973","   91700.0"
"2799","Iceland","1973","   19710.0"
"2800","Israel","1973","    5370.0"
"2801","Italy","1973","  174820.0"
"2802","Jamaica","1973","    5070.0"
"2803","Jordan","1973","   11100.0"
"2804","Japan","1973","   64470.0"
"2805","Kenya","1973","  252600.0"
"2806","Cambodia","1973","   24500.0"
"2807","Kiribati","1973","     380.0"
"2808","St. Kitts and Nevis","1973","     150.0"
"2809","Korea, Rep.","1973","   22710.0"
"2810","Kuwait","1973","    1350.0"
"2811","Latin America & Caribbean (excluding high income)","1973"," 5904370.0"
"2812","Lao PDR","1973","   15320.0"
"2813","Lebanon","1973","    6450.0"
"2814","Liberia","1973","   25710.0"
"2815","Libya","1973","  136450.0"
"2816","St. Lucia","1973","     200.0"
"2817","Latin America & Caribbean","1973"," 6223167.0"
"2818","Least developed countries: UN classification","1973"," 7401050.0"
"2819","Low income","1973"," 4751160.0"
"2820","Liechtenstein","1973","      90.0"
"2821","Sri Lanka","1973","   23510.0"
"2822","Lower middle income","1973"," 9219970.0"
"2823","Low & middle income","1973","27092277.0"
"2824","Lesotho","1973","   23590.0"
"2825","Late-demographic dividend","1973"," 9301029.0"
"2826","Morocco","1973","  264250.0"
"2827","Madagascar","1973","  354400.0"
"2828","Maldives","1973","      70.0"
"2829","Middle East & North Africa","1973"," 2968120.0"
"2830","Mexico","1973","  974000.0"
"2831","Middle income","1973","22341121.0"
"2832","Mali","1973","  317780.0"
"2833","Malta","1973","     140.0"
"2834","Myanmar","1973","  103220.0"
"2835","Middle East & North Africa (excluding high income)","1973"," 2082400.0"
"2836","Mongolia","1973"," 1406830.0"
"2837","Mozambique","1973","  470800.0"
"2838","Mauritania","1973","  394800.0"
"2839","Mauritius","1973","    1130.0"
"2840","Malawi","1973","   39570.0"
"2841","Malaysia","1973","   42147.0"
"2842","North America","1973"," 4997663.0"
"2843","Namibia","1973","  386530.0"
"2844","New Caledonia","1973","    2640.0"
"2845","Niger","1973","  308140.0"
"2846","Nigeria","1973","  603000.0"
"2847","Nicaragua","1973","   36200.0"
"2848","Netherlands","1973","   21010.0"
"2849","Norway","1973","    9040.0"
"2850","Nepal","1973","   39530.0"
"2851","Nauru","1973","       4.0"
"2852","New Zealand","1973","  160220.0"
"2853","OECD members","1973","13479700.0"
"2854","Oman","1973","   10450.0"
"2855","Other small states","1973","  806302.0"
"2856","Pakistan","1973","  364000.0"
"2857","Panama","1973","   17630.0"
"2858","Peru","1973","  183190.0"
"2859","Philippines","1973","   85960.0"
"2860","Papua New Guinea","1973","    6890.0"
"2861","Poland","1973","  193260.0"
"2862","Pre-demographic dividend","1973"," 7517700.0"
"2863","Puerto Rico","1973","    4920.0"
"2864","Korea, Dem. People’s Rep.","1973","   24300.0"
"2865","Portugal","1973","   39460.0"
"2866","Paraguay","1973","  117660.0"
"2867","West Bank and Gaza","1973","    3680.0"
"2868","Pacific island small states","1973","    5474.0"
"2869","Post-demographic dividend","1973","11803250.0"
"2870","French Polynesia","1973","     440.0"
"2871","Qatar","1973","     510.0"
"2872","Romania","1973","  149040.0"
"2873","Rwanda","1973","   15050.0"
"2874","South Asia","1973"," 2698840.0"
"2875","Saudi Arabia","1973","  865700.0"
"2876","Sudan","1973"," 1100480.0"
"2877","Senegal","1973","   89960.0"
"2878","Singapore","1973","     110.0"
"2879","Solomon Islands","1973","     550.0"
"2880","Sierra Leone","1973","   26790.0"
"2881","El Salvador","1973","   12880.0"
"2882","San Marino","1973","      10.0"
"2883","Somalia","1973","  439650.0"
"2884","Sub-Saharan Africa (excluding high income)","1973"," 9577890.0"
"2885","Sub-Saharan Africa","1973"," 9577940.0"
"2886","Small states","1973","  834306.0"
"2887","Sao Tome and Principe","1973","     370.0"
"2888","Suriname","1973","     560.0"
"2889","Sweden","1973","   37180.0"
"2890","Swaziland","1973","   15130.0"
"2891","Seychelles","1973","      50.0"
"2892","Syrian Arab Republic","1973","  144780.0"
"2893","Turks and Caicos Islands","1973","      10.0"
"2894","Chad","1973","  479100.0"
"2895","East Asia & Pacific (IDA & IBRD countries)","1973"," 6196261.0"
"2896","Europe & Central Asia (IDA & IBRD countries)","1973","  801450.0"
"2897","Togo","1973","   28800.0"
