"","Country.Name","Year","Total.Land"
"2494","Singapore","1970","      670.0"
"2495","Solomon Islands","1970","    27990.0"
"2496","Sierra Leone","1970","    72180.0"
"2497","El Salvador","1970","    20850.0"
"2498","San Marino","1970","       60.0"
"2499","Somalia","1970","   627340.0"
"2500","Serbia","1970","    87460.0"
"2501","Sub-Saharan Africa (excluding high income)","1970"," 23617731.0"
"2502","Sub-Saharan Africa","1970"," 23618191.0"
"2503","Small states","1970","  2506894.0"
"2504","Sao Tome and Principe","1970","      960.0"
"2505","Suriname","1970","   156000.0"
"2506","Slovak Republic","1970","    48100.0"
"2507","Slovenia","1970","    20140.0"
"2508","Sweden","1970","   410340.0"
"2509","Swaziland","1970","    17200.0"
"2510","Sint Maarten (Dutch part)","1970","       34.0"
"2511","Seychelles","1970","      460.0"
"2512","Syrian Arab Republic","1970","   183780.0"
"2513","Turks and Caicos Islands","1970","      950.0"
"2514","Chad","1970","  1260000.0"
"2515","East Asia & Pacific (IDA & IBRD countries)","1970"," 15808020.0"
"2516","Europe & Central Asia (IDA & IBRD countries)","1970"," 23001404.0"
"2517","Togo","1970","    54390.0"
"2518","Thailand","1970","   510890.0"
"2519","Tajikistan","1970","   139960.0"
"2520","Turkmenistan","1970","   469930.0"
"2521","Latin America & the Caribbean (IDA & IBRD countries)","1970"," 19942192.0"
"2522","Timor-Leste","1970","    14870.0"
"2523","Middle East & North Africa (IDA & IBRD countries)","1970","  8637960.0"
"2524","Tonga","1970","      720.0"
"2525","South Asia (IDA & IBRD)","1970","  4779833.0"
"2526","Sub-Saharan Africa (IDA & IBRD countries)","1970"," 23618191.0"
"2527","Trinidad and Tobago","1970","     5130.0"
"2528","Tunisia","1970","   155360.0"
"2529","Turkey","1970","   769630.0"
"2530","Tuvalu","1970","       30.0"
"2531","Tanzania","1970","   885800.0"
"2532","Uganda","1970","   199810.0"
"2533","Ukraine","1970","   579350.0"
"2534","Upper middle income","1970"," 58229467.0"
"2535","Uruguay","1970","   175020.0"
"2536","United States","1970","  9158960.0"
"2537","Uzbekistan","1970","   425400.0"
"2538","St. Vincent and the Grenadines","1970","      390.0"
"2539","Venezuela, RB","1970","   882050.0"
"2540","British Virgin Islands","1970","      150.0"
"2541","Virgin Islands (U.S.)","1970","      350.0"
"2542","Vietnam","1970","   325490.0"
"2543","Vanuatu","1970","    12190.0"
"2544","World","1970","129721395.4"
"2545","Samoa","1970","     2830.0"
"2546","Kosovo","1970","    10887.0"
"2547","Yemen, Rep.","1970","   527970.0"
"2548","South Africa","1970","  1213090.0"
"2549","Zambia","1970","   743390.0"
"2550","Zimbabwe","1970","   386850.0"
"2551","Aruba","1971","      180.0"
"2552","Afghanistan","1971","   652860.0"
"2553","Angola","1971","  1246700.0"
"2554","Albania","1971","    27400.0"
"2555","Andorra","1971","      470.0"
"2556","Arab World","1971"," 13624031.0"
"2557","United Arab Emirates","1971","    83600.0"
"2558","Argentina","1971","  2736690.0"
"2559","Armenia","1971","    28470.0"
"2560","American Samoa","1971","      200.0"
"2561","Antigua and Barbuda","1971","      440.0"
"2562","Australia","1971","  7682300.0"
"2563","Austria","1971","    82580.0"
"2564","Azerbaijan","1971","    83217.0"
"2565","Burundi","1971","    25680.0"
"2566","Benin","1971","   112760.0"
"2567","Burkina Faso","1971","   273600.0"
"2568","Bangladesh","1971","   130170.0"
"2569","Bulgaria","1971","   110630.0"
"2570","Bahrain","1971","      690.0"
"2571","Bahamas, The","1971","    10010.0"
"2572","Bosnia and Herzegovina","1971","    51000.0"
"2573","Belarus","1971","   202840.0"
"2574","Belize","1971","    22810.0"
"2575","Bermuda","1971","       50.0"
"2576","Bolivia","1971","  1083300.0"
"2577","Brazil","1971","  8358140.0"
"2578","Barbados","1971","      430.0"
"2579","Brunei Darussalam","1971","     5270.0"
"2580","Bhutan","1971","    46723.0"
"2581","Botswana","1971","   566730.0"
"2582","Central African Republic","1971","   622980.0"
"2583","Canada","1971","  9093510.0"
"2584","Central Europe and the Baltics","1971","  1105916.0"
"2585","Switzerland","1971","    39528.0"
"2586","Channel Islands","1971","      190.0"
"2587","Chile","1971","   743532.0"
"2588","China","1971","  9388250.0"
"2589","Cote d'Ivoire","1971","   318000.0"
"2590","Cameroon","1971","   472710.0"
"2591","Congo, Dem. Rep.","1971","  2267050.0"
"2592","Congo, Rep.","1971","   341500.0"
"2593","Colombia","1971","  1109500.0"
"2594","Comoros","1971","     1861.0"
"2595","Cabo Verde","1971","     4030.0"
"2596","Costa Rica","1971","    51060.0"
"2597","Caribbean small states","1971","   404800.0"
"2598","Cuba","1971","   107400.0"
"2599","Curacao","1971","      444.0"
"2600","Cayman Islands","1971","      240.0"
"2601","Cyprus","1971","     9240.0"
"2602","Czech Republic","1971","    77270.0"
"2603","Germany","1971","   349130.0"
"2604","Djibouti","1971","    23180.0"
"2605","Dominica","1971","      750.0"
"2606","Denmark","1971","    42370.0"
"2607","Dominican Republic","1971","    48310.0"
"2608","Algeria","1971","  2381740.0"
"2609","East Asia & Pacific (excluding high income)","1971"," 15928630.0"
"2610","Early-demographic dividend","1971"," 33246133.0"
"2611","East Asia & Pacific","1971"," 24402270.0"
"2612","Europe & Central Asia (excluding high income)","1971"," 22695114.0"
"2613","Europe & Central Asia","1971"," 27358417.0"
"2614","Ecuador","1971","   276840.0"
"2615","Egypt, Arab Rep.","1971","   995450.0"
"2616","Euro area","1971","  2645872.0"
"2617","Spain","1971","   499780.0"
"2618","Estonia","1971","    42390.0"
"2619","Ethiopia","1971","  1101000.0"
"2620","European Union","1971","  4210922.0"
"2621","Fragile and conflict affected situations","1971"," 14723248.0"
"2622","Finland","1971","   304590.0"
"2623","Fiji","1971","    18270.0"
"2624","France","1971","   547566.0"
"2625","Faroe Islands","1971","     1396.0"
"2626","Gabon","1971","   257670.0"
"2627","United Kingdom","1971","   241930.0"
"2628","Georgia","1971","    69490.0"
"2629","Ghana","1971","   227540.0"
"2630","Gibraltar","1971","       10.0"
"2631","Guinea","1971","   245720.0"
"2632","Gambia, The","1971","    10120.0"
"2633","Guinea-Bissau","1971","    28120.0"
"2634","Equatorial Guinea","1971","    28050.0"
"2635","Greece","1971","   128900.0"
"2636","Grenada","1971","      340.0"
"2637","Greenland","1971","   341700.0"
"2638","Guatemala","1971","   107160.0"
"2639","Guam","1971","      540.0"
"2640","Guyana","1971","   196710.0"
"2641","High income","1971"," 34930977.4"
"2642","Hong Kong SAR, China","1971","     1020.0"
"2643","Honduras","1971","   111890.0"
"2644","Heavily indebted poor countries (HIPC)","1971"," 19754481.0"
"2645","Croatia","1971","    55910.0"
"2646","Haiti","1971","    27560.0"
"2647","Hungary","1971","    89970.0"
"2648","IBRD only","1971"," 69459539.0"
"2649","IDA & IBRD total","1971"," 95787600.0"
"2650","IDA total","1971"," 26328061.0"
"2651","IDA blend","1971","  5937530.0"
"2652","Indonesia","1971","  1811570.0"
"2653","IDA only","1971"," 20390531.0"
"2654","Isle of Man","1971","      570.0"
"2655","India","1971","  2973190.0"
"2656","Ireland","1971","    68890.0"
"2657","Iran, Islamic Rep.","1971","  1628760.0"
"2658","Iraq","1971","   437370.0"
"2659","Iceland","1971","   100250.0"
"2660","Israel","1971","    21640.0"
"2661","Italy","1971","   294110.0"
"2662","Jamaica","1971","    10830.0"
"2663","Jordan","1971","    88240.0"
"2664","Japan","1971","   366700.0"
"2665","Kazakhstan","1971","  2699700.0"
"2666","Kenya","1971","   569140.0"
"2667","Kyrgyz Republic","1971","   191800.0"
"2668","Cambodia","1971","   176520.0"
"2669","Kiribati","1971","      810.0"
"2670","St. Kitts and Nevis","1971","      350.0"
"2671","Korea, Rep.","1971","    96460.0"
"2672","Kuwait","1971","    17820.0"
"2673","Latin America & Caribbean (excluding high income)","1971"," 19125120.0"
"2674","Lao PDR","1971","   230800.0"
"2675","Lebanon","1971","    10230.0"
"2676","Liberia","1971","    96320.0"
"2677","Libya","1971","  1759540.0"
"2678","St. Lucia","1971","      610.0"
"2679","Latin America & Caribbean","1971"," 20071304.4"
"2680","Least developed countries: UN classification","1971"," 20147344.0"
"2681","Low income","1971"," 13381701.0"
"2682","Liechtenstein","1971","      160.0"
"2683","Sri Lanka","1971","    62710.0"
"2684","Lower middle income","1971"," 23179240.0"
"2685","Low & middle income","1971"," 94734478.0"
"2686","Lesotho","1971","    30360.0"
"2687","Late-demographic dividend","1971"," 44560095.0"
"2688","Lithuania","1971","    62680.0"
"2689","Latvia","1971","    62196.0"
"2690","Macao SAR, China","1971","       20.0"
"2691","St. Martin (French part)","1971","       54.4"
"2692","Morocco","1971","   446340.0"
"2693","Monaco","1971","        2.0"
"2694","Moldova","1971","    32870.0"
"2695","Madagascar","1971","   581540.0"
"2696","Maldives","1971","      300.0"
"2697","Middle East & North Africa","1971"," 11238850.0"
"2698","Mexico","1971","  1943950.0"
"2699","Middle income","1971"," 81408707.0"
"2700","Macedonia, FYR","1971","    25430.0"
"2701","Mali","1971","  1220190.0"
"2702","Malta","1971","      320.0"
"2703","Myanmar","1971","   653540.0"
"2704","Middle East & North Africa (excluding high income)","1971","  8643980.0"
"2705","Montenegro","1971","    13450.0"
"2706","Mongolia","1971","  1553560.0"
"2707","Mozambique","1971","   786380.0"
"2708","Mauritania","1971","  1030700.0"
"2709","Mauritius","1971","     2030.0"
"2710","Malawi","1971","    94280.0"
"2711","Malaysia","1971","   328550.0"
"2712","North America","1971"," 18252520.0"
"2713","Namibia","1971","   823290.0"
"2714","New Caledonia","1971","    18280.0"
"2715","Niger","1971","  1266700.0"
"2716","Nigeria","1971","   910770.0"
"2717","Nicaragua","1971","   120340.0"
"2718","Netherlands","1971","    33760.0"
"2719","Norway","1971","   365245.0"
"2720","Nepal","1971","   143000.0"
"2721","Nauru","1971","       20.0"
"2722","New Zealand","1971","   263310.0"
"2723","OECD members","1971"," 34386817.0"
"2724","Oman","1971","   309500.0"
"2725","Other small states","1971","  2039234.0"
"2726","Pakistan","1971","   770880.0"
"2727","Panama","1971","    74340.0"
"2728","Peru","1971","  1280000.0"
"2729","Philippines","1971","   298260.0"
"2730","Papua New Guinea","1971","   452860.0"
"2731","Poland","1971","   306290.0"
"2732","Pre-demographic dividend","1971"," 20067411.0"
"2733","Puerto Rico","1971","     8870.0"
"2734","Korea, Dem. People’s Rep.","1971","   120410.0"
"2735","Portugal","1971","    91500.0"
"2736","Paraguay","1971","   397300.0"
"2737","West Bank and Gaza","1971","     6020.0"
"2738","Pacific island small states","1971","    62860.0"
"2739","Post-demographic dividend","1971"," 31452659.0"
"2740","French Polynesia","1971","     3660.0"
"2741","Qatar","1971","    11610.0"
"2742","Romania","1971","   230340.0"
"2743","Russian Federation","1971"," 16389950.0"
"2744","Rwanda","1971","    24670.0"
"2745","South Asia","1971","  4779833.0"
"2746","Saudi Arabia","1971","  2149690.0"
"2747","Sudan","1971","  2376000.0"
"2748","Senegal","1971","   192530.0"
"2749","Singapore","1971","      670.0"
"2750","Solomon Islands","1971","    27990.0"
"2751","Sierra Leone","1971","    72180.0"
"2752","El Salvador","1971","    20850.0"
"2753","San Marino","1971","       60.0"
"2754","Somalia","1971","   627340.0"
"2755","Serbia","1971","    87460.0"
"2756","Sub-Saharan Africa (excluding high income)","1971"," 23617731.0"
"2757","Sub-Saharan Africa","1971"," 23618191.0"
"2758","Small states","1971","  2506894.0"
"2759","Sao Tome and Principe","1971","      960.0"
"2760","Suriname","1971","   156000.0"
"2761","Slovak Republic","1971","    48100.0"
"2762","Slovenia","1971","    20140.0"
"2763","Sweden","1971","   410340.0"
"2764","Swaziland","1971","    17200.0"
"2765","Sint Maarten (Dutch part)","1971","       34.0"
"2766","Seychelles","1971","      460.0"
"2767","Syrian Arab Republic","1971","   183780.0"
"2768","Turks and Caicos Islands","1971","      950.0"
"2769","Chad","1971","  1260000.0"
"2770","East Asia & Pacific (IDA & IBRD countries)","1971"," 15808020.0"
"2771","Europe & Central Asia (IDA & IBRD countries)","1971"," 23001404.0"
"2772","Togo","1971","    54390.0"
"2773","Thailand","1971","   510890.0"
"2774","Tajikistan","1971","   139960.0"
"2775","Turkmenistan","1971","   469930.0"
"2776","Latin America & the Caribbean (IDA & IBRD countries)","1971"," 19942192.0"
"2777","Timor-Leste","1971","    14870.0"
"2778","Middle East & North Africa (IDA & IBRD countries)","1971","  8637960.0"
"2779","Tonga","1971","      720.0"
"2780","South Asia (IDA & IBRD)","1971","  4779833.0"
"2781","Sub-Saharan Africa (IDA & IBRD countries)","1971"," 23618191.0"
"2782","Trinidad and Tobago","1971","     5130.0"
"2783","Tunisia","1971","   155360.0"
"2784","Turkey","1971","   769630.0"
"2785","Tuvalu","1971","       30.0"
"2786","Tanzania","1971","   885800.0"
"2787","Uganda","1971","   199810.0"
"2788","Ukraine","1971","   579350.0"
"2789","Upper middle income","1971"," 58229467.0"
"2790","Uruguay","1971","   175020.0"
"2791","United States","1971","  9158960.0"
"2792","Uzbekistan","1971","   425400.0"
"2793","St. Vincent and the Grenadines","1971","      390.0"
"2794","Venezuela, RB","1971","   882050.0"
"2795","British Virgin Islands","1971","      150.0"
"2796","Virgin Islands (U.S.)","1971","      350.0"
"2797","Vietnam","1971","   325490.0"
"2798","Vanuatu","1971","    12190.0"
"2799","World","1971","129721385.4"
"2800","Samoa","1971","     2830.0"
"2801","Kosovo","1971","    10887.0"
"2802","Yemen, Rep.","1971","   527970.0"
"2803","South Africa","1971","  1213090.0"
"2804","Zambia","1971","   743390.0"
"2805","Zimbabwe","1971","   386850.0"
"2806","Aruba","1972","      180.0"
"2807","Afghanistan","1972","   652860.0"
"2808","Angola","1972","  1246700.0"
"2809","Albania","1972","    27400.0"
"2810","Andorra","1972","      470.0"
"2811","Arab World","1972"," 13624031.0"
"2812","United Arab Emirates","1972","    83600.0"
"2813","Argentina","1972","  2736690.0"
"2814","Armenia","1972","    28470.0"
"2815","American Samoa","1972","      200.0"
"2816","Antigua and Barbuda","1972","      440.0"
"2817","Australia","1972","  7682300.0"
"2818","Austria","1972","    82580.0"
"2819","Azerbaijan","1972","    83217.0"
"2820","Burundi","1972","    25680.0"
"2821","Benin","1972","   112760.0"
"2822","Burkina Faso","1972","   273600.0"
"2823","Bangladesh","1972","   130170.0"
"2824","Bulgaria","1972","   110630.0"
"2825","Bahrain","1972","      690.0"
"2826","Bahamas, The","1972","    10010.0"
"2827","Bosnia and Herzegovina","1972","    51000.0"
"2828","Belarus","1972","   202840.0"
"2829","Belize","1972","    22810.0"
"2830","Bermuda","1972","       50.0"
"2831","Bolivia","1972","  1083300.0"
"2832","Brazil","1972","  8358140.0"
"2833","Barbados","1972","      430.0"
"2834","Brunei Darussalam","1972","     5270.0"
"2835","Bhutan","1972","    46723.0"
"2836","Botswana","1972","   566730.0"
"2837","Central African Republic","1972","   622980.0"
"2838","Canada","1972","  9093510.0"
"2839","Central Europe and the Baltics","1972","  1105916.0"
"2840","Switzerland","1972","    39528.0"
"2841","Channel Islands","1972","      190.0"
"2842","Chile","1972","   743532.0"
"2843","China","1972","  9388250.0"
"2844","Cote d'Ivoire","1972","   318000.0"
"2845","Cameroon","1972","   472710.0"
"2846","Congo, Dem. Rep.","1972","  2267050.0"
"2847","Congo, Rep.","1972","   341500.0"
"2848","Colombia","1972","  1109500.0"
"2849","Comoros","1972","     1861.0"
"2850","Cabo Verde","1972","     4030.0"
"2851","Costa Rica","1972","    51060.0"
"2852","Caribbean small states","1972","   404800.0"
"2853","Cuba","1972","   107400.0"
"2854","Curacao","1972","      444.0"
"2855","Cayman Islands","1972","      240.0"
"2856","Cyprus","1972","     9240.0"
"2857","Czech Republic","1972","    77270.0"
"2858","Germany","1972","   349130.0"
"2859","Djibouti","1972","    23180.0"
"2860","Dominica","1972","      750.0"
"2861","Denmark","1972","    42370.0"
"2862","Dominican Republic","1972","    48310.0"
"2863","Algeria","1972","  2381740.0"
"2864","East Asia & Pacific (excluding high income)","1972"," 15928630.0"
"2865","Early-demographic dividend","1972"," 33246133.0"
"2866","East Asia & Pacific","1972"," 24402170.0"
"2867","Europe & Central Asia (excluding high income)","1972"," 22695114.0"
"2868","Europe & Central Asia","1972"," 27358417.0"
"2869","Ecuador","1972","   276840.0"
"2870","Egypt, Arab Rep.","1972","   995450.0"
"2871","Euro area","1972","  2645872.0"
"2872","Spain","1972","   499780.0"
"2873","Estonia","1972","    42390.0"
"2874","Ethiopia","1972","  1101000.0"
"2875","European Union","1972","  4210922.0"
"2876","Fragile and conflict affected situations","1972"," 14723248.0"
"2877","Finland","1972","   304590.0"
"2878","Fiji","1972","    18270.0"
"2879","France","1972","   547566.0"
"2880","Faroe Islands","1972","     1396.0"
"2881","Gabon","1972","   257670.0"
"2882","United Kingdom","1972","   241930.0"
"2883","Georgia","1972","    69490.0"
"2884","Ghana","1972","   227540.0"
"2885","Gibraltar","1972","       10.0"
"2886","Guinea","1972","   245720.0"
"2887","Gambia, The","1972","    10120.0"
"2888","Guinea-Bissau","1972","    28120.0"
"2889","Equatorial Guinea","1972","    28050.0"
"2890","Greece","1972","   128900.0"
"2891","Grenada","1972","      340.0"
"2892","Greenland","1972","   341700.0"
"2893","Guatemala","1972","   107160.0"
"2894","Guam","1972","      540.0"
"2895","Guyana","1972","   196710.0"
"2896","High income","1972"," 34930877.4"
"2897","Hong Kong SAR, China","1972","     1020.0"
"2898","Honduras","1972","   111890.0"
"2899","Heavily indebted poor countries (HIPC)","1972"," 19754481.0"
"2900","Croatia","1972","    55910.0"
"2901","Haiti","1972","    27560.0"
"2902","Hungary","1972","    89970.0"
"2903","IBRD only","1972"," 69459539.0"
"2904","IDA & IBRD total","1972"," 95787600.0"
"2905","IDA total","1972"," 26328061.0"
"2906","IDA blend","1972","  5937530.0"
"2907","Indonesia","1972","  1811570.0"
"2908","IDA only","1972"," 20390531.0"
"2909","Isle of Man","1972","      570.0"
"2910","India","1972","  2973190.0"
"2911","Ireland","1972","    68890.0"
"2912","Iran, Islamic Rep.","1972","  1628760.0"
"2913","Iraq","1972","   437370.0"
"2914","Iceland","1972","   100250.0"
"2915","Israel","1972","    21640.0"
"2916","Italy","1972","   294110.0"
"2917","Jamaica","1972","    10830.0"
"2918","Jordan","1972","    88240.0"
"2919","Japan","1972","   366600.0"
"2920","Kazakhstan","1972","  2699700.0"
"2921","Kenya","1972","   569140.0"
"2922","Kyrgyz Republic","1972","   191800.0"
"2923","Cambodia","1972","   176520.0"
"2924","Kiribati","1972","      810.0"
"2925","St. Kitts and Nevis","1972","      350.0"
"2926","Korea, Rep.","1972","    96460.0"
"2927","Kuwait","1972","    17820.0"
"2928","Latin America & Caribbean (excluding high income)","1972"," 19125120.0"
"2929","Lao PDR","1972","   230800.0"
"2930","Lebanon","1972","    10230.0"
"2931","Liberia","1972","    96320.0"
"2932","Libya","1972","  1759540.0"
"2933","St. Lucia","1972","      610.0"
"2934","Latin America & Caribbean","1972"," 20071304.4"
"2935","Least developed countries: UN classification","1972"," 20147344.0"
"2936","Low income","1972"," 13381701.0"
"2937","Liechtenstein","1972","      160.0"
"2938","Sri Lanka","1972","    62710.0"
"2939","Lower middle income","1972"," 23179240.0"
"2940","Low & middle income","1972"," 94734478.0"
"2941","Lesotho","1972","    30360.0"
"2942","Late-demographic dividend","1972"," 44560095.0"
"2943","Lithuania","1972","    62680.0"
"2944","Latvia","1972","    62196.0"
"2945","Macao SAR, China","1972","       20.0"
"2946","St. Martin (French part)","1972","       54.4"
"2947","Morocco","1972","   446340.0"
"2948","Monaco","1972","        2.0"
"2949","Moldova","1972","    32870.0"
"2950","Madagascar","1972","   581540.0"
"2951","Maldives","1972","      300.0"
"2952","Middle East & North Africa","1972"," 11238850.0"
"2953","Mexico","1972","  1943950.0"
"2954","Middle income","1972"," 81408707.0"
"2955","Macedonia, FYR","1972","    25430.0"
"2956","Mali","1972","  1220190.0"
"2957","Malta","1972","      320.0"
"2958","Myanmar","1972","   653540.0"
"2959","Middle East & North Africa (excluding high income)","1972","  8643980.0"
"2960","Montenegro","1972","    13450.0"
"2961","Mongolia","1972","  1553560.0"
"2962","Mozambique","1972","   786380.0"
"2963","Mauritania","1972","  1030700.0"
"2964","Mauritius","1972","     2030.0"
"2965","Malawi","1972","    94280.0"
"2966","Malaysia","1972","   328550.0"
"2967","North America","1972"," 18252520.0"
"2968","Namibia","1972","   823290.0"
"2969","New Caledonia","1972","    18280.0"
"2970","Niger","1972","  1266700.0"
"2971","Nigeria","1972","   910770.0"
"2972","Nicaragua","1972","   120340.0"
"2973","Netherlands","1972","    33760.0"
"2974","Norway","1972","   365245.0"
"2975","Nepal","1972","   143000.0"
"2976","Nauru","1972","       20.0"
"2977","New Zealand","1972","   263310.0"
"2978","OECD members","1972"," 34386717.0"
"2979","Oman","1972","   309500.0"
"2980","Other small states","1972","  2039234.0"
"2981","Pakistan","1972","   770880.0"
"2982","Panama","1972","    74340.0"
"2983","Peru","1972","  1280000.0"
"2984","Philippines","1972","   298260.0"
"2985","Papua New Guinea","1972","   452860.0"
"2986","Poland","1972","   306290.0"
"2987","Pre-demographic dividend","1972"," 20067411.0"
"2988","Puerto Rico","1972","     8870.0"
"2989","Korea, Dem. People’s Rep.","1972","   120410.0"
"2990","Portugal","1972","    91500.0"
"2991","Paraguay","1972","   397300.0"
"2992","West Bank and Gaza","1972","     6020.0"
"2993","Pacific island small states","1972","    62860.0"
"2994","Post-demographic dividend","1972"," 31452559.0"
"2995","French Polynesia","1972","     3660.0"
"2996","Qatar","1972","    11610.0"
"2997","Romania","1972","   230340.0"
"2998","Russian Federation","1972"," 16389950.0"
"2999","Rwanda","1972","    24670.0"
"3000","South Asia","1972","  4779833.0"
"3001","Saudi Arabia","1972","  2149690.0"
"3002","Sudan","1972","  2376000.0"
"3003","Senegal","1972","   192530.0"
"3004","Singapore","1972","      670.0"
"3005","Solomon Islands","1972","    27990.0"
"3006","Sierra Leone","1972","    72180.0"
"3007","El Salvador","1972","    20850.0"
"3008","San Marino","1972","       60.0"
"3009","Somalia","1972","   627340.0"
"3010","Serbia","1972","    87460.0"
"3011","Sub-Saharan Africa (excluding high income)","1972"," 23617731.0"
"3012","Sub-Saharan Africa","1972"," 23618191.0"
"3013","Small states","1972","  2506894.0"
"3014","Sao Tome and Principe","1972","      960.0"
"3015","Suriname","1972","   156000.0"
"3016","Slovak Republic","1972","    48100.0"
"3017","Slovenia","1972","    20140.0"
"3018","Sweden","1972","   410340.0"
"3019","Swaziland","1972","    17200.0"
"3020","Sint Maarten (Dutch part)","1972","       34.0"
"3021","Seychelles","1972","      460.0"
"3022","Syrian Arab Republic","1972","   183780.0"
"3023","Turks and Caicos Islands","1972","      950.0"
"3024","Chad","1972","  1260000.0"
"3025","East Asia & Pacific (IDA & IBRD countries)","1972"," 15808020.0"
"3026","Europe & Central Asia (IDA & IBRD countries)","1972"," 23001404.0"
"3027","Togo","1972","    54390.0"
"3028","Thailand","1972","   510890.0"
"3029","Tajikistan","1972","   139960.0"
"3030","Turkmenistan","1972","   469930.0"
"3031","Latin America & the Caribbean (IDA & IBRD countries)","1972"," 19942192.0"
"3032","Timor-Leste","1972","    14870.0"
"3033","Middle East & North Africa (IDA & IBRD countries)","1972","  8637960.0"
"3034","Tonga","1972","      720.0"
"3035","South Asia (IDA & IBRD)","1972","  4779833.0"
"3036","Sub-Saharan Africa (IDA & IBRD countries)","1972"," 23618191.0"
"3037","Trinidad and Tobago","1972","     5130.0"
"3038","Tunisia","1972","   155360.0"
"3039","Turkey","1972","   769630.0"
"3040","Tuvalu","1972","       30.0"
"3041","Tanzania","1972","   885800.0"
"3042","Uganda","1972","   199810.0"
"3043","Ukraine","1972","   579350.0"
"3044","Upper middle income","1972"," 58229467.0"
"3045","Uruguay","1972","   175020.0"
"3046","United States","1972","  9158960.0"
"3047","Uzbekistan","1972","   425400.0"
"3048","St. Vincent and the Grenadines","1972","      390.0"
"3049","Venezuela, RB","1972","   882050.0"
"3050","British Virgin Islands","1972","      150.0"
"3051","Virgin Islands (U.S.)","1972","      350.0"
"3052","Vietnam","1972","   325490.0"
"3053","Vanuatu","1972","    12190.0"
"3054","World","1972","129721285.4"
"3055","Samoa","1972","     2830.0"
"3056","Kosovo","1972","    10887.0"
"3057","Yemen, Rep.","1972","   527970.0"
"3058","South Africa","1972","  1213090.0"
"3059","Zambia","1972","   743390.0"
"3060","Zimbabwe","1972","   386850.0"
"3061","Aruba","1973","      180.0"
"3062","Afghanistan","1973","   652860.0"
"3063","Angola","1973","  1246700.0"
"3064","Albania","1973","    27400.0"
"3065","Andorra","1973","      470.0"
"3066","Arab World","1973"," 13623991.0"
"3067","United Arab Emirates","1973","    83600.0"
"3068","Argentina","1973","  2736690.0"
"3069","Armenia","1973","    28470.0"
"3070","American Samoa","1973","      200.0"
"3071","Antigua and Barbuda","1973","      440.0"
"3072","Australia","1973","  7682300.0"
"3073","Austria","1973","    82580.0"
"3074","Azerbaijan","1973","    83217.0"
"3075","Burundi","1973","    25680.0"
"3076","Benin","1973","   112760.0"
"3077","Burkina Faso","1973","   273600.0"
"3078","Bangladesh","1973","   130170.0"
"3079","Bulgaria","1973","   110630.0"
"3080","Bahrain","1973","      690.0"
"3081","Bahamas, The","1973","    10010.0"
"3082","Bosnia and Herzegovina","1973","    51000.0"
"3083","Belarus","1973","   202840.0"
"3084","Belize","1973","    22810.0"
"3085","Bermuda","1973","       50.0"
"3086","Bolivia","1973","  1083300.0"
"3087","Brazil","1973","  8358140.0"
"3088","Barbados","1973","      430.0"
"3089","Brunei Darussalam","1973","     5270.0"
"3090","Bhutan","1973","    46723.0"
"3091","Botswana","1973","   566730.0"
"3092","Central African Republic","1973","   622980.0"
"3093","Canada","1973","  9093510.0"
"3094","Central Europe and the Baltics","1973","  1105916.0"
"3095","Switzerland","1973","    39528.0"
"3096","Channel Islands","1973","      190.0"
"3097","Chile","1973","   743532.0"
"3098","China","1973","  9388250.0"
"3099","Cote d'Ivoire","1973","   318000.0"
"3100","Cameroon","1973","   472710.0"
"3101","Congo, Dem. Rep.","1973","  2267050.0"
"3102","Congo, Rep.","1973","   341500.0"
"3103","Colombia","1973","  1109500.0"
"3104","Comoros","1973","     1861.0"
"3105","Cabo Verde","1973","     4030.0"
"3106","Costa Rica","1973","    51060.0"
"3107","Caribbean small states","1973","   404800.0"
"3108","Cuba","1973","   107400.0"
"3109","Curacao","1973","      444.0"
"3110","Cayman Islands","1973","      240.0"
"3111","Cyprus","1973","     9240.0"
"3112","Czech Republic","1973","    77270.0"
"3113","Germany","1973","   349130.0"
"3114","Djibouti","1973","    23180.0"
"3115","Dominica","1973","      750.0"
"3116","Denmark","1973","    42370.0"
"3117","Dominican Republic","1973","    48310.0"
"3118","Algeria","1973","  2381740.0"
"3119","East Asia & Pacific (excluding high income)","1973"," 15928600.0"
"3120","Early-demographic dividend","1973"," 33246103.0"
"3121","East Asia & Pacific","1973"," 24402140.0"
"3122","Europe & Central Asia (excluding high income)","1973"," 22695114.0"
"3123","Europe & Central Asia","1973"," 27358417.0"
"3124","Ecuador","1973","   276840.0"
"3125","Egypt, Arab Rep.","1973","   995450.0"
"3126","Euro area","1973","  2645872.0"
"3127","Spain","1973","   499780.0"
"3128","Estonia","1973","    42390.0"
"3129","Ethiopia","1973","  1101000.0"
"3130","European Union","1973","  4210922.0"
"3131","Fragile and conflict affected situations","1973"," 14723248.0"
"3132","Finland","1973","   304590.0"
"3133","Fiji","1973","    18270.0"
"3134","France","1973","   547566.0"
"3135","Faroe Islands","1973","     1396.0"
"3136","Gabon","1973","   257670.0"
"3137","United Kingdom","1973","   241930.0"
"3138","Georgia","1973","    69490.0"
"3139","Ghana","1973","   227540.0"
"3140","Gibraltar","1973","       10.0"
"3141","Guinea","1973","   245720.0"
"3142","Gambia, The","1973","    10120.0"
"3143","Guinea-Bissau","1973","    28120.0"
