Data Source	World Development Indicators																																																											
																																																												
Last Updated Date	6/30/17																																																											
																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Euro area	EMU	Population density (people per sq. km of land area)	EN.POP.DNST		101.2238343	102.1685206	103.132898	104.0799392	105.0151719	105.8809701	106.6244115	107.324524	108.0381281	108.6281593	109.2390331	109.998023	110.7240894	111.3783117	111.9712181	112.4758197	112.9176726	113.360468	113.8102246	114.2908335	114.7203544	115.0285589	115.2589194	115.4521057	115.6737923	115.9680575	116.2973353	116.6970798	117.2089693	117.7606992	118.2023665	118.7519391	119.2388882	119.5862204	119.8946174	120.2056226	120.4942513	120.7497276	121.0633848	119.9913455	120.477176	121.0446815	121.6812836	122.3694519	123.0099486	123.6150432	124.2557408	124.88987	125.3001678	125.5315805	125.2706074	125.5342525	125.9415828	126.3654869	126.7723167	127.2858728
Eritrea	ERI	Population density (people per sq. km of land area)	EN.POP.DNST																																		30.68363366	30.54894059	30.59563366	30.85523762	31.30049505	31.923	32.69567327	33.59208911	34.6249901	35.78850495	37.01252475	38.20418812	39.29709901	40.26384158	41.12209901	41.90728713	42.67657426	43.47366337	44.30386139					
Spain	ESP	Population density (people per sq. km of land area)	EN.POP.DNST		61.50556245	62.07404458	62.62085518	63.24621834	63.93671616	64.59480972	65.39466765	66.25542038	66.91154908	67.65883189	68.47911081	69.23940334	70.00869783	70.78206103	71.56876088	72.33783454	73.09051928	73.79916722	74.45115506	75.06189561	75.59890882	76.0541625	76.43018041	76.74668429	77.02529233	77.25577447	77.45638115	77.62081331	77.74259971	77.82180442	78.02013455	78.40318156	78.81079209	79.18690533	79.53718164	79.86915746	80.20460716	80.53721969	80.86431804	81.29832465	81.94337639	83.02251924	84.50881393	85.98480508	87.4654972	88.97614934	90.61490052	92.12932237	92.97506517	93.15193096	93.50783588	93.50683713	93.2009456	92.92273645	92.85639431	92.84892145
Estonia	EST	Population density (people per sq. km of land area)	EN.POP.DNST		28.90014154	29.29046945	29.6970276	30.12705827	30.53941967	30.87041755	31.11455532	31.4039632	31.73505544	32.08483133	32.48301486	32.85015334	33.16704411	33.45527247	33.71908469	33.96027365	34.21115829	34.44652041	34.63866478	34.84828969	35.09473933	35.34828969	35.59200283	35.82488795	36.06466148	36.33380514	36.61762208	36.84595423	36.99294645	37.01755131	36.83213022	36.1663364	35.24718094	34.50139184	33.89087049	33.39452701	33.01568766	32.70007077	32.79650861	32.95553197	32.7462845	32.53951404	32.33592828	32.14319415	31.95977825	31.77188016	31.62727058	31.5425808	31.48183534	31.41012031	31.31490918	31.20301958	31.09216796	31.01073366	31.03106865	31.05640481
Ethiopia	ETH	Population density (people per sq. km of land area)	EN.POP.DNST		20.59145322	21.09117984	21.6152852	22.15896821	22.71900636	23.28916985	23.87030699	24.47418619	25.11731244	25.80842598	26.56240418	27.36837421	28.1790327	28.92979837	29.57931063	30.10616803	30.53804723	30.9430663	31.417099	32.02988011	32.80680109	33.73010718	34.77373569	35.89355223	37.05753224	38.25679382	39.50343597	40.8102307	42.19701453	43.67530972	45.25075658	46.90987103	53.532956	55.431123	57.30988	59.155148	60.97645	62.794151	64.640054	66.537331	68.492257	70.497192	72.545144	74.624405	76.727083	78.850689	81.000409	83.184892	85.416253	87.70267	90.046756	92.444183	94.887724	97.366774	99.873033	102.403196
European Union	EUU	Population density (people per sq. km of land area)	EN.POP.DNST		98.07831646	98.94880256	99.8326027	100.7071172	101.5424954	102.3206507	103.0649497	103.7573206	104.4257214	104.9796734	105.5353189	106.2127434	106.8556095	107.4536922	108.024249	108.5334669	108.9821705	109.4123016	109.8380105	110.2923821	110.6983089	111.0048412	111.2622563	111.5072732	111.7771121	112.0857598	112.4053543	112.7638816	113.1703851	113.5536155	113.7813338	114.1275649	114.5226326	114.797946	115.0383321	115.2091302	115.4233386	115.5844942	115.8165735	115.0845927	115.3292843	115.6528137	116.0670574	116.5355943	117.0040352	117.4606744	117.9204166	118.3821594	118.7126666	118.9351578	118.8427451	119.1870465	119.5287714	119.8989402	120.2637326	120.6870478
Fragile and conflict affected situations	FCS	Population density (people per sq. km of land area)	EN.POP.DNST		8.230319764	8.423859464	8.625476525	8.836672044	9.058510255	9.291841515	9.536525297	9.791155525	10.05390156	10.32358927	10.5988178	10.88060732	11.17229228	11.47931209	11.80430204	12.14918545	12.51164175	12.88458441	13.25816033	13.62531197	13.98426546	14.33775388	14.68982529	15.04636824	15.4123984	15.78747169	16.1718219	16.57141985	16.99335708	17.576746	18.06204942	18.57709188	18.98071346	19.51552333	20.04528489	20.56575961	21.08095854	21.58597469	22.10089247	22.64983202	23.23017482	23.83436679	24.45837991	25.09503388	25.73929559	26.39098933	27.05151318	27.72228166	28.40841466	29.0996497	29.80141053	30.51515104	31.24153197	31.98050534	32.73393879	33.50500326
Finland	FIN	Population density (people per sq. km of land area)	EN.POP.DNST		14.64593388	14.74586493	14.85048426	14.93333005	14.98319708	15.0394596	15.12112676	15.18916905	15.1803572	15.12297515	15.14207295	15.23246659	15.31921928	15.39963229	15.4681375	15.51483634	15.55829804	15.60303359	15.64296267	15.69170032	15.75877081	15.84731278	15.9420434	16.02745658	16.09444171	16.14680062	16.19266227	16.23980104	16.29853574	16.37096096	16.46061919	16.55337339	16.63366164	16.70551561	16.76939492	16.82449522	16.87460192	16.91945894	16.95877737	16.99402147	17.03275879	17.07409304	17.11485604	17.16462129	17.22346761	17.31698399	17.39195633	17.48403751	17.56785456	17.64841066	17.73099477	17.81556155	17.89783145	17.97200303	18.03129751	18.0825167
Fiji	FJI	Population density (people per sq. km of land area)	EN.POP.DNST		22.28549535	23.07482211	23.87564313	24.65517241	25.39042146	26.07137384	26.70569239	27.30662288	27.89589491	28.49091407	29.09693487	29.71067323	30.32879037	30.94625068	31.55966065	32.15763547	32.74542967	33.35221675	34.01959496	34.77038862	35.62972085	36.57350848	37.51455939	38.33420909	38.95243569	39.32939245	39.50328407	39.56852764	39.6619595	39.88111658	40.25577449	40.75155993	41.32599891	41.90842912	42.44652436	42.93793103	43.3968254	43.80487137	44.14307608	44.40191571	44.56584565	44.64646962	44.69775588	44.7922277	44.9817734	45.2879584	45.69304871	46.15982485	46.6320197	47.06896552	47.45955118	47.81587302	48.15079365	48.48418172	48.83136289	49.19321292
France	FRA	Population density (people per sq. km of land area)	EN.POP.DNST		86.64663438	87.87917621	89.12839731	90.30765789	91.35661089	92.24224477	92.98505751	93.64360461	94.30508834	95.02981376	95.84309654	96.71752446	97.59784939	98.40350935	99.07951553	99.60715786	100.0143581	100.3495012	100.6830117	101.0668705	101.5143818	102.0127747	102.5561923	103.1305249	103.7239091	104.3393691	104.9783789	105.6246845	106.2569663	106.8598269	106.9447555	107.4778492	107.944551	108.3471107	108.7392205	109.1249238	109.5116296	109.9160485	110.4829646	111.2420909	112.0546545	112.8725197	113.6131287	114.5154785	115.3840714	116.1913299	116.9124475	117.5676505	118.1740787	118.7593474	119.3351121	119.9140729	120.5327847	121.1416474	121.6751279	122.1719547
Faroe Islands	FRO	Population density (people per sq. km of land area)	EN.POP.DNST		25.15401146	25.47994269	25.79799427	26.11318052	26.43266476	26.74355301	27.05444126	27.36389685	27.68338109	27.99641834	28.32163324	28.65974212	29.00143266	29.33739255	29.66117479	29.97707736	30.28295129	30.58237822	30.87464183	31.17048711	31.45916905	31.73853868	32.02005731	32.32234957	32.64541547	33.00644699	33.39613181	33.75143266	34.00143266	34.09312321	33.99498567	33.73997135	33.40974212	33.13037249	32.97994269	32.99283668	33.13108883	33.36676218	33.62249284	33.85243553	34.04441261	34.21848138	34.36532951	34.48638968	34.58810888	34.65830946	34.70487106	34.73137536	34.75429799	34.77793696	34.81948424	34.86103152	34.91905444	34.98710602	35.0752149	35.18409742
"Micronesia, Fed. Sts."	FSM	Population density (people per sq. km of land area)	EN.POP.DNST																																141.1414286	144.8757143	148.4771429	151.51	153.6514286	154.7771429	155.0028571	154.6257143	154.0228571	153.4742857	153.0928571	152.8328571	152.5942857	152.2528571	151.7085714	150.9771429	150.1114286	149.2542857	148.5142857	148.0228571	147.8114286	147.8614286	148.1457143	148.5928571	149.19	149.91
Gabon	GAB	Population density (people per sq. km of land area)	EN.POP.DNST		1.956638336	1.978522917	2.003589863	2.032790003	2.0666395	2.105627353	2.149349944	2.196115186	2.243598401	2.290208406	2.335277681	2.379489269	2.424112237	2.470974502	2.52150425	2.576046882	2.6342764	2.696208328	2.761411883	2.829817208	2.901335041	2.976112858	3.054344704	3.136115962	3.22150425	3.310540614	3.403046532	3.498498079	3.596157876	3.695470951	3.796417899	3.899080219	4.003197889	4.108600147	4.2152249	4.32333605	4.433282881	4.545441844	4.660119533	4.777901968	4.898742578	5.023514573	5.154445609	5.294388171	5.445437963	5.607342725	5.779458222	5.962708115	6.158085924	6.365545077	6.586335235	6.818089029	7.052706951	7.279516436	7.490879808	7.683416773
United Kingdom	GBR	Population density (people per sq. km of land area)	EN.POP.DNST		218.2449469	220.104989	221.7583599	223.2050593	224.6436986	225.8855867	227.1053611	228.2135328	229.1644277	230.0799818	231.0429587	231.8276568	232.2759765	232.4224941	232.4052412	232.3480676	232.2716984	232.2841483	232.4926673	232.7707023	232.8517712	232.7683255	232.8477163	233.2165172	233.746406	234.288414	234.7871285	235.3090853	235.9224197	236.6287191	237.3616211	238.0043897	238.5756789	239.1838342	239.8174265	240.4288431	241.0488736	241.7523292	242.5596908	243.4279089	244.366854	245.4035423	246.5489067	247.9556277	249.6639772	251.5058901	253.4719258	255.4747034	257.4144174	259.4401893	261.4761212	263.3005415	265.0693424	267.0737817	269.2053941	271.3067375
Georgia	GEO	Population density (people per sq. km of land area)	EN.POP.DNST		64.79582911	65.78781623	66.76405752	67.71230624	68.6098184	69.3988593	70.08292802	70.7215088	71.38633262	72.07914903	72.8331992	73.57325309	74.22408062	74.87140908	75.42601211	75.97186746	76.49147976	76.93936107	77.50796039	78.16403653	78.80786592	79.47793835	80.17950243	80.86707023	81.57913153	82.30693866	82.98925785	83.81503901	84.0354806	84.01273662	84.60582946	85.26365513	85.92148081	85.0554603	82.82305189	80.76034851	79.28199027	78.50694566	77.898107	77.29976556	76.74166346	76.22729977	75.2475594	74.26781903	73.30557402	72.36082438	71.41607474	70.50631583	69.59655691	68.686798	67.79453445	66.91976626	66.06249344	65.20522062	65.03201652	64.96028552
Ghana	GHA	Population density (people per sq. km of land area)	EN.POP.DNST		30.17728312	31.13942164	32.09735431	33.0196405	33.886565	34.67958161	35.41111013	36.12999912	36.90492661	37.78229322	38.79437901	39.92077437	41.09216402	42.20917641	43.20737892	44.05147227	44.78285137	45.50628021	46.36888899	47.47309484	48.86000264	50.48829217	52.27707216	54.10546717	55.88568164	57.59117518	59.24851015	60.88693856	62.55548036	64.28874044	66.09613255	67.96103542	69.86214292	71.768366	73.65943131	75.52785444	77.38776479	79.26735519	81.20599455	83.23267118	85.35468489	87.56492045	89.86016525	92.23229322	94.67350356	97.1847807	99.76361079	102.3936011	105.0533137	107.7265712	110.4060649	113.0924189	115.7873385	118.495926	121.2218555	123.9638217
Gibraltar	GIB	Population density (people per sq. km of land area)	EN.POP.DNST		2378.6	2428.4	2484.8	2545.4	2604.1	2661.2	2717.4	2769.4	2815.9	2856	2886.9	2910.4	2927.8	2942.7	2957.8	2974.2	2990.2	3004.9	3017.7	3027.2	3033.4	3038.1	3038.3	3032.5	3020.7	3000.4	2974.4	2946.9	2926.2	2916.4	2921.2	2937.9	2962.3	2989.5	3014.7	3038.2	3059.4	3080.1	3099.1	3118	3137.4	3154.4	3172	3189.6	3208.5	3229.6	3251	3273.2	3295.6	3318.9	3340.5	3362.3	3383.1	3403.8	3422.8	3440.8
Guinea	GIN	Population density (people per sq. km of land area)	EN.POP.DNST		14.7877747	15.01979489	15.25925851	15.51220495	15.7814016	16.07060475	16.37427153	16.67422676	16.94612974	17.17308318	17.35243366	17.49182403	17.59873026	17.68494628	17.7621439	17.8316824	17.90039069	17.99256878	18.1388491	18.36196484	18.67891909	19.08922758	19.57714472	20.11697867	20.69333795	21.28356259	21.90087498	22.60655217	23.48466547	24.58527592	25.94143334	27.50625916	29.1520267	30.70279587	32.03309865	33.09682566	33.93288296	34.6056365	35.2180083	35.84790005	36.50960036	37.1860044	37.88803516	38.62212681	39.39339492	40.21417874	41.09037522	42.01181019	42.96159857	43.92874003	44.90953117	45.91188751	46.95024825	48.04455885	49.20858294	50.44735471
"Gambia, The"	GMB	Population density (people per sq. km of land area)	EN.POP.DNST		37.22697628	37.89752964	38.4458498	38.98745059	39.61077075	40.33399209	41.14021739	42.04644269	43.06304348	44.19812253	45.47371542	46.89120553	48.40523715	49.95177866	51.48913043	53.0048419	54.52737154	56.10978261	57.82183794	59.72025692	61.79950593	64.05237154	66.52549407	69.27905138	72.34150198	75.74990119	79.45899209	83.30533597	87.06897233	90.59367589	93.82341897	96.81007905	99.64011858	102.4534585	105.358004	108.3703557	111.4791502	114.7177866	118.1245059	121.7237154	125.5429842	129.5799407	133.8136364	138.198913	142.7079051	147.3340909	152.0865613	156.9735178	162.0118577	167.2083992	172.5655138	178.0755929	183.727668	189.5110672	195.4140316	201.4329051
Guinea-Bissau	GNB	Population density (people per sq. km of land area)	EN.POP.DNST		22.16980797	22.40288051	22.63819346	22.9004623	23.20633001	23.55842817	23.94957326	24.37681366	24.83421053	25.31390469	25.82702703	26.36877667	26.89473684	27.34512802	27.68385491	27.88605974	27.9784495	28.04036273	28.1814367	28.47987198	28.96539829	29.61123755	30.37386202	31.18325036	31.98822902	32.77475107	33.55679232	34.34359886	35.15362731	35.99857752	36.88317923	37.79516358	38.71155761	39.59960882	40.43819346	41.21834993	41.95330725	42.67123044	43.41372688	44.21155761	45.07510669	46.00010669	46.9844239	48.0208037	49.10519203	50.23716216	51.42098151	52.66148649	53.96330014	55.33001422	56.76223329	58.25529872	59.79711949	61.37069701	62.96322902	64.56963016
Equatorial Guinea	GNQ	Population density (people per sq. km of land area)	EN.POP.DNST		9.231622103	9.361497326	9.504385027	9.677611408	9.889340463	10.15572193	10.46131907	10.74342246	10.9173975	10.92745098	10.75458111	10.43083779	10.01857398	9.605204991	9.260142602	8.99087344	8.794188948	8.716042781	8.808484848	9.102495544	9.627914439	10.36067736	11.21122995	12.05297683	12.79486631	13.4054902	13.90991087	14.34317291	14.76427807	15.2173262	15.7085205	16.22631016	16.77754011	17.36684492	17.99896613	18.68089127	19.41661319	20.20224599	21.03165775	21.90099822	22.80791444	23.75782531	24.76331551	25.84017825	26.99882353	28.2430303	29.56602496	30.95964349	32.41037433	33.90745098	35.44705882	37.02648841	38.63622103	40.26467023	41.90335116	43.54688057
Greece	GRC	Population density (people per sq. km of land area)	EN.POP.DNST		65.15166796	65.54098526	65.78452289	66.02349884	66.33307215	66.82429015	67.37073701	67.81043445	68.05868115	68.21416602	68.51075252	68.95754849	69.27141971	69.52693561	70.18262995	71.28122576	72.21473235	73.15716835	74.0749263	74.80608999	75.47982933	75.94657099	76.38965865	76.77114818	77.06982157	77.32515904	77.58413499	77.86643134	78.27384019	79.10622188	80.06149728	80.67541505	81.15139643	81.55874321	81.94067494	82.30256012	82.70953452	83.16919317	83.48873545	83.83093871	84.2678976	84.5773623	84.77944143	84.98945694	85.23905353	85.49543832	85.71352211	85.94135764	86.16770365	86.27882855	86.1512723	85.68666408	85.06757952	84.50281614	83.94788984	83.37269201
Grenada	GRD	Population density (people per sq. km of land area)	EN.POP.DNST		268.4117647	271.8382353	274.5588235	276.6647059	278.1794118	279.0441176	279.2970588	279.0235294	278.4764706	277.7235294	277.0147059	276.2764706	275.3823529	273.9764706	271.9058824	268.9323529	265.2470588	261.9794118	260.4941176	261.7794118	266.3882353	273.7970588	282.3088235	289.5264706	293.8411765	294.5382353	292.2941176	288.4176471	284.9088235	283.1852941	283.6882353	285.8764706	289.1323529	292.3676471	294.8676471	296.4588235	297.4176471	297.9676471	298.3588235	298.8794118	299.5558824	300.2941176	301.1029412	301.9294118	302.7911765	303.7029412	304.6647059	305.6764706	306.7529412	307.8735294	309.0441176	310.2382353	311.4970588	312.8235294	314.1852941	315.6382353
Greenland	GRL	Population density (people per sq. km of land area)	EN.POP.DNST		0.098624524	0.102429031	0.106526193	0.110038045	0.114720515	0.118525022	0.122622183	0.127011999	0.131401814	0.13579163	0.138132865	0.141352063	0.143400644	0.144863916	0.14515657	0.145449224	0.144571261	0.143985953	0.14515657	0.146912496	0.149253731	0.150717003	0.152472929	0.154228856	0.155692128	0.156570091	0.158326017	0.160374598	0.161837869	0.162715833	0.162423178	0.161837869	0.161545215	0.162423178	0.163301141	0.163593796	0.136435619	0.136679254	0.136679254	0.13692289	0.137288342	0.137919357	0.138299427	0.138655135	0.138713607	0.138321355	0.137787794	0.137234742	0.137222561	0.138640517	0.138603971	0.138409063	0.137612377	0.137154343	0.136713363	0.136888781
Guatemala	GTM	Population density (people per sq. km of land area)	EN.POP.DNST		40.46419373	41.65965845	42.88456514	44.14464352	45.44341172	46.78194289	48.15797872	49.56714259	51.00328481	52.4616648	53.94251586	55.44575401	56.96649869	58.49857223	60.03852184	61.58281075	63.13471445	64.70610302	66.31340985	67.96807577	69.67607316	71.43354797	73.23135498	75.05502986	76.89492348	78.74770437	80.61877566	82.5174972	84.45749347	86.44842292	88.49636058	90.59858156	92.74628593	94.92625047	97.13035648	99.35306084	101.6016611	103.8960526	106.2635592	108.7228723	111.2816909	113.931019	116.6524636	119.4188596	122.2100411	125.0187383	127.8488802	130.7051698	133.5965659	136.5287141	139.5009239	142.5070549	145.5413774	148.5961086	151.6650709	154.7449515
Guam	GUM	Population density (people per sq. km of land area)	EN.POP.DNST		126.0592593	128.8962963	132.0111111	135.2796296	138.5740741	141.8648148	145.1925926	148.55	151.9259259	155.3277778	158.7518519	162.1981481	165.6740741	169.2166667	172.8740741	176.6388889	180.512963	184.5	188.6	192.8388889	197.1944444	201.6777778	206.3	211.0388889	215.8740741	220.8	225.7759259	230.8759259	236.1518519	241.6333333	247.3296296	253.1333333	258.9222222	264.4481481	269.5574074	274.1851852	278.3388889	281.9944444	285.0981481	287.6462963	289.6314815	291.0648148	292.062963	292.7759259	293.337037	293.7925926	294.1759259	294.5092593	294.8722222	295.2666667	295.7	296.2462963	296.9907407	298.087037	299.6240741	301.6592593
Guyana	GUY	Population density (people per sq. km of land area)	EN.POP.DNST		2.995648416	3.082125972	3.164938234	3.242565197	3.31385288	3.378175995	3.435875146	3.4881094	3.536907122	3.583620558	3.628102283	3.670113365	3.710619694	3.750937929	3.788879858	3.830840742	3.873121666	3.912242824	3.943378207	3.963185166	3.971206502	3.968737617	3.957063754	3.938120396	3.913817628	3.883459487	3.848138176	3.813721107	3.787985776	3.776017272	3.780995682	3.800528321	3.827706375	3.852385065	3.867366015	3.870261621	3.863398527	3.850403861	3.836819914	3.826776734	3.821503683	3.819578359	3.819441199	3.818399797	3.81481331	3.807980696	3.799182118	3.791282703	3.788128016	3.792512065	3.805435611	3.825709931	3.851059182	3.878044196	3.904058928	3.928387097
High income	HIC	Population density (people per sq. km of land area)	EN.POP.DNST		21.92762605	22.21381493	22.49753126	22.77817269	23.0475663	23.2988699	23.5390077	23.75098682	24.01171081	24.24445889	24.49514327	24.75000385	24.97983804	25.24045291	25.48614328	25.69020146	25.90126235	26.11368936	26.33684227	26.55454658	26.77222207	26.97842117	27.17205544	27.35684367	27.54140206	27.73410185	27.92650454	28.12306895	28.332135	28.55428471	28.78882507	28.97152554	29.19806474	29.40956415	29.66431915	29.87073316	30.01163951	30.20496936	30.39703248	30.55681445	30.7607781	30.96548631	31.16986639	31.3853269	31.60533119	31.84225747	32.09275228	32.37300418	32.61066901	32.82415222	32.98107838	33.18080039	33.37867179	33.58214041	33.78099173	33.98373542
"Hong Kong SAR, China"	HKG	Population density (people per sq. km of land area)	EN.POP.DNST		3105.980392	3240.392157	3353.823529	3435.882353	3527.352941	3558.72549	3649.803922	3728.137255	3788.137255	3881.372549	3965.980392	4042.745098	4158.431373	4291.960784	4417.425743	4473.267327	4583.7	4667.5	4929.7	5063.1	5183.4	5317.676768	5399.090909	5452.424242	5511.313131	5580.40404	5636.868687	5684.444444	5743.636364	5762.121212	5810.10101	5859.090909	5960.606061	6096.363636	5862.952381	6129.047619	6180.285714	6232.095238	6291.904762	6347.619048	6394.571429	6422.952381	6410.285714	6460.47619	6488.761905	6530.571429	6586.952381	6626.47619	6640.761905	6689.714286	6734.857143	6813.904762	6845.238095	6896.857143	6957.809524	6996.857143
Honduras	HND	Population density (people per sq. km of land area)	EN.POP.DNST		18.73632139	19.26581464	19.81148449	20.37755832	20.96711056	21.58197337	22.22195013	22.88611136	23.5724104	24.27973009	25.00782018	25.75845026	26.5349361	27.34162124	28.18179462	29.05673429	29.96545715	30.90628296	31.87653052	32.87412637	33.89881133	34.95090714	36.02957369	37.13367593	38.26248101	39.41512199	40.59168827	41.79427116	43.02562338	44.28749665	45.5800429	46.90174278	48.25100545	49.6257485	51.02378229	52.44301546	53.88222361	55.34029851	56.81670391	58.30979533	59.81822325	61.3384306	62.86371436	64.38603092	65.89891858	67.40017875	68.88883725	70.36069354	71.81178836	73.23959246	74.64116543	76.01792832	77.37764769	78.73103941	80.08605774	81.44487443
Heavily indebted poor countries (HIPC)	HPC	Population density (people per sq. km of land area)	EN.POP.DNST		8.420800121	8.623265223	8.833549107	9.052154547	9.279469706	9.515637541	9.760683816	10.01474455	10.27792261	10.55026776	10.83189541	11.1227565	11.42250105	11.73088644	12.0472499	12.37199132	12.70548498	13.04687194	13.39499912	13.74939912	14.11008969	14.47851593	14.85749719	15.25074202	15.66127677	16.08930946	16.53510377	17.00166201	17.49254532	18.00979162	18.55599906	19.12942564	19.72247096	20.32458672	20.92854896	21.53124831	22.13595825	22.74971278	23.38280088	24.04271842	24.73207791	25.44878158	26.18999934	26.95099834	27.72853075	28.52182912	29.33275831	30.16377475	31.01837989	31.8978687	32.80487336	33.73808367	34.6954802	35.67465837	36.67376952	37.69227303
Croatia	HRV	Population density (people per sq. km of land area)	EN.POP.DNST		74.61405831	75.15836165	75.68248972	76.18815954	76.676802	77.14183509	77.60686818	78.05401538	78.46539081	78.89465212	79.32391343	79.71740297	80.09300662	80.43283849	80.73689859	81.0230728	81.05884457	81.48810588	81.7563942	82.0604543	82.41817206	82.90109104	83.33035235	83.705956	84.08155965	84.4571633	84.77910928	85.08316938	85.26202826	85.4945448	80.66535503	79.94991951	82.99052048	83.16937936	83.50921123	80.27867095	81.67202572	80.50438204	81.45233411	79.16294044	79.41334287	79.41334287	79.41334287	79.32451751	79.37812723	79.34238742	79.27090779	79.24424589	79.14721229	78.94533595	76.49431737	76.2608649	76.04876698	75.73961758	75.11801287	74.52823445
Haiti	HTI	Population density (people per sq. km of land area)	EN.POP.DNST		143.0828737	145.957656	148.9016691	151.9100145	154.9757983	158.1089985	161.303701	164.5222787	167.7143687	170.8505806	173.91709	176.9433962	179.9948113	183.1619739	186.5151306	190.0669448	193.8105588	197.770283	201.9690131	206.4164006	211.1273948	216.0837083	221.2152395	226.4270319	231.6471335	236.8484398	242.0380261	247.2187228	252.4056604	257.6100145	262.8226052	268.0324746	273.2476415	278.4800798	283.7375181	289.0258708	294.3378447	299.6546807	304.9491292	310.203193	315.4051887	320.5636067	325.709434	330.8845428	336.1177068	341.4171626	346.7666546	352.141836	357.5061684	362.8308055	368.10791	373.3385341	378.5114659	383.616328	388.6451742	393.5897678
Hungary	HUN	Population density (people per sq. km of land area)	EN.POP.DNST		111.3873945	111.7722062	112.0509497	112.4051427	112.7297823	113.0835796	113.5178222	113.9661629	114.4429714	114.891198	115.2332666	115.5772924	115.9503723	116.4690452	117.1559964	117.8285381	118.3640618	118.7598311	119.0408363	119.1315983	119.1529255	119.0959506	118.930385	118.6926457	118.4770027	118.2750779	118.0767802	117.9090575	116.6320129	115.4332703	115.4267275	115.3815623	115.2628867	115.1052192	114.9450812	114.7478077	114.5933853	114.3270601	114.0036748	113.9362977	113.6752511	113.3520196	113.0278063	112.7777951	112.5662872	112.3911394	112.2171633	112.0208459	110.7108141	110.4608748	110.1483155	109.5809345	109.2795979	108.985618	108.7266983	108.4497736
IBRD only	IBD	Population density (people per sq. km of land area)	EN.POP.DNST		27.92757231	28.40816909	29.05792831	29.71149391	30.38142362	31.09751979	31.80840128	32.53958487	33.30224767	34.08680857	34.8903195	35.68132008	36.46981525	37.24578725	37.99634695	38.73092563	39.44966823	40.17576399	40.91546669	41.66148424	42.42397778	43.22751728	44.03897529	44.84345061	45.66215186	46.50625814	47.37400179	48.24439948	49.10302621	49.93453912	50.73739358	51.51419551	52.27942453	53.03310509	53.77680721	54.50921937	55.24175632	55.98389626	56.68282165	57.37807241	58.04061368	58.69020798	59.33508655	59.97651591	60.61796768	61.25787816	61.88868739	62.52297574	63.16657994	63.80364454	64.44477264	65.09510624	65.74749857	66.39761538	67.0427504	67.68641958
IDA & IBRD total	IBT	Population density (people per sq. km of land area)	EN.POP.DNST		24.34172922	24.79119137	25.36735506	25.95063801	26.55031268	27.1883999	27.82739238	28.48478693	29.1672946	29.86703071	30.58155763	31.28874519	31.99720279	32.70185981	33.3945561	34.08264746	34.76601597	35.46116117	36.17200099	36.89275362	37.63078631	38.40414777	39.18899026	39.97464453	40.77657336	41.60282786	42.45194907	43.30853467	44.16209181	45.0016405	45.82431144	46.6338176	47.4382163	48.23996588	49.03355883	49.82151318	50.61164539	51.40857036	52.17781309	52.95021565	53.70590769	54.45750581	55.21112547	55.96837669	56.7295196	57.49451673	58.25893557	59.03212881	59.81818786	60.6090418	61.40938568	62.21980727	63.03873196	63.86343586	64.6902448	65.52266093
IDA total	IDA	Population density (people per sq. km of land area)	EN.POP.DNST		14.88144243	15.24876416	15.63076578	16.02862676	16.44295233	16.8752338	17.3245664	17.78728836	18.25832814	18.73427679	19.21404322	19.70011255	20.19742434	20.71376086	21.25368155	21.81914869	22.40919014	23.02267881	23.65737005	24.31148282	24.98498082	25.678724	26.39334718	27.12934615	27.88702455	28.66618095	29.46617085	30.28631622	31.12668413	31.98743321	32.86271181	33.75846057	34.6669283	35.5930293	36.51879393	37.45335168	38.39531688	39.34129836	40.29482674	41.27451476	42.27597803	43.2968201	44.3371467	45.3990012	46.47573762	47.5711715	48.68796611	49.82747017	50.98947046	52.1860071	53.40622376	54.63871656	55.89671264	57.18143732	58.48727498	59.81736972
IDA blend	IDB	Population density (people per sq. km of land area)	EN.POP.DNST		21.24552785	21.76593381	22.30897915	22.87315736	23.45808897	24.06458898	24.69357325	25.34431978	26.01629482	26.70952214	27.42330632	28.15961418	28.92646151	29.73381591	30.58841757	31.49351498	32.44631707	33.44258185	34.47489966	35.53787332	36.62884044	37.74799049	38.89562798	40.0730723	41.28013197	42.51685954	43.77984431	45.06077628	46.34926325	47.64604406	48.92388266	50.20911524	51.49542004	52.78261015	54.08043348	55.40368971	56.74443847	58.09444487	59.43772678	60.80809005	62.18843309	63.58594704	65.00688805	66.46283292	67.96185801	69.50777172	71.10748288	72.76280099	74.47168293	76.28575295	78.1468683	79.99864017	81.89618259	83.83143058	85.79264155	87.77377007
